marca,modelo,uberx_ano_min,comfort_ano_min,black_ano_min,electric_ano_min
MitsubishiDown,Lancer,2011,2019.0,2019.0,
MitsubishiDown,Outlander,2011,2019.0,2019.0,
MitsubishiDown,Outlander Sport,2011,2019.0,2019.0,
MitsubishiDown,Pajero,2011,2019.0,2019.0,
MitsubishiDown,Pajero Full,2011,2019.0,2019.0,
MitsubishiDown,Pajero Sport,2011,2019.0,2019.0,
MitsubishiDown,Pajero TR4,2011,2019.0,,
MitsubishiDown,i-Miev,2011,,,2017.0
MitsubishiDown,Colt,2011,,,
MitsubishiDown,Eclipse,2011,,,
MitsubishiDown,Galant,2011,,,
MitsubishiDown,Grandis,2011,,,
MitsubishiDown,L200,2011,,,
MitsubishiDown,Mirage,2011,,,
MitsubishiDown,Montero,2011,,,
MitsubishiDown,Space Wagon,2011,,,
MitsubishiDown,Triton,2011,,,
NETADown,X,2011,2019.0,2019.0,2017.0
NETADown,Aya,2011,,,2017.0
NETADown,U,2011,,,2017.0
NETADown,V,2011,,,2017.0
NioDown,ES6,2011,,,2017.0
NioDown,ES8,2011,,,2017.0
NioDown,ET7,2011,,,2017.0
NissanDown,Vanette,2011,,,
NissanDown,Altima,2011,2019.0,2019.0,
NissanDown,Kait,2011,2019.0,,
NissanDown,Kicks,2011,2019.0,2019.0,
NissanDown,LEAF,2011,2019.0,2019.0,2017.0
NissanDown,LEAF EV,2011,2019.0,2019.0,2017.0
NissanDown,Pathfinder,2011,2019.0,2019.0,
NissanDown,Sentra,2011,2019.0,2019.0,
NissanDown,V-Drive,2011,2019.0,,
NissanDown,Versa,2011,2019.0,,
NissanDown,Versa V-Drive,2011,2019.0,,
NissanDown,Ariya,2011,,,2017.0
NissanDown,e-NV200,2011,,,2017.0
NissanDown,Caravan,2011,,,
NissanDown,Cedric,2011,,,
NissanDown,DAYZ ROOX,2011,,,
NissanDown,Elgrand,2011,,,
NissanDown,Evalia,2011,,,
NissanDown,Frontier,2011,,,
NissanDown,Grand Livina,2011,,,
NissanDown,Juke,2011,,,
NissanDown,kicks e power,2011,,,
NissanDown,KIX,2011,,,
NissanDown,Liberty,2011,,,
NissanDown,Livina,2011,,,
NissanDown,Livina Geniss,2011,,,
NissanDown,March,2011,,,
NissanDown,Maxima,2011,,,
NissanDown,Micra,2011,,,
NissanDown,Murano,2011,,,
NissanDown,Navara,2011,,,
NissanDown,Note,2011,,,
NissanDown,NV,2011,,,
NissanDown,NV100,2011,,,
NissanDown,Presage,2011,,,
NissanDown,Primera,2011,,,
NissanDown,Pulsar,2011,,,
NissanDown,Qashqai,2011,,,
NissanDown,Missão,2011,,,
NissanDown,Rogue,2011,,,
NissanDown,Sentra B17,2011,,,
NissanDown,Serena,2011,,,
NissanDown,Teana,2011,,,
NissanDown,Terrano,2011,,,
NissanDown,Tida,2011,,,
NissanDown,Tiida,2011,,,
NissanDown,Tiida Sedan,2011,,,
NissanDown,Tino,2011,,,
NissanDown,V16,2011,,,
NissanDown,Versa Note,2011,,,
NissanDown,Wingroad,2011,,,
NissanDown,X-Trail,2011,,,
NissanDown,Xterra,2011,,,
OldsmobileDown,19,2011,2019.0,,
OldsmobileDown,Alero,2011,,,
OldsmobileDown,Aurora,2011,,,
OldsmobileDown,Bravada,2011,,,
OldsmobileDown,Cutlass Supreme,2011,,,
OldsmobileDown,Intrigue,2011,,,
OldsmobileDown,Silhouette,2011,,,
OmodaDown,5,2011,2019.0,2019.0,
OmodaDown,E5,2011,2019.0,2019.0,2017.0
OpelDown,Corsa-E,2011,,,2017.0
OpelDown,Mokka-e,2011,,,2017.0
OpelDown,Corsa,2011,,,
OpelDown,Vectra,2011,,,
OraDown,IQ,2011,,,2017.0
PeugeotDown,107,2011,,,
PeugeotDown,108,2011,,,
PeugeotDown,206,2011,,,
PeugeotDown,207,2011,,,
PeugeotDown,208,2011,2019.0,,
PeugeotDown,300,2011,,,
PeugeotDown,306,2011,,,
PeugeotDown,307,2011,,,
PeugeotDown,308,2011,2019.0,,
PeugeotDown,405,2011,,,
PeugeotDown,406,2011,,,
PeugeotDown,407,2011,,,
PeugeotDown,408,2011,2019.0,,
PeugeotDown,508,2011,2019.0,,
PeugeotDown,607,2011,,,
PeugeotDown,807,2011,,,
PeugeotDown,1007,2011,,,
PeugeotDown,2008,2011,2019.0,2025.0,
PeugeotDown,3008,2011,2019.0,2019.0,
PeugeotDown,4008,2011,,,
PeugeotDown,5008,2011,2019.0,2019.0,
PeugeotDown,Partner,2011,,,
PeugeotDown,E-2008,2011,2019.0,,2017.0
PeugeotDown,E-208,2011,2019.0,2019.0,2017.0
PeugeotDown,e-Rifter,2011,,,2017.0
PeugeotDown,e-Traveller,2011,,,2017.0
PeugeotDown,iOn,2011,,,2017.0
PeugeotDown,206 SW,2011,,,
PeugeotDown,207 Passion,2011,,,
PeugeotDown,207 SW,2011,,,
PeugeotDown,308 SW,2011,,,
PeugeotDown,E-208 GT,2011,,,
PeugeotDown,Pars,2011,,,
PeugeotDown,RCZ,2011,,,
PlymouthDown,Neon,2011,,,
PlymouthDown,Voyager,2011,,,
PolestarDown,2,2011,,,2017.0
PorscheDown,Caiena,2011,2019.0,2019.0,
PorscheDown,Macan,2011,2019.0,2019.0,
PorscheDown,Macan Turbo,2011,2019.0,,
PorscheDown,Taycan,2011,,,2017.0
PorscheDown,Panamera,2011,,,
RAMDown,1500,2011,,,
RAMDown,2500,2011,,,
RAMDown,3500,2011,,,
RAMDown,Rampage,2011,,,
RenaultDown,25,2011,,,
RenaultDown,Dokker,2011,,,
RenaultDown,Boreal,2011,2019.0,2019.0,
RenaultDown,Captur,2011,2019.0,2019.0,
RenaultDown,Duster,2011,2019.0,2023.0,
RenaultDown,Fluence,2011,2019.0,,
RenaultDown,Kardian,2011,2019.0,,
RenaultDown,Megane E-Tech,2011,2019.0,2019.0,2017.0
RenaultDown,Zoe,2011,2019.0,,2017.0
RenaultDown,City K-ZE,2011,,,2017.0
RenaultDown,Fluence Z.E.,2011,,,2017.0
RenaultDown,Kangoo Z.E.,2011,,,2017.0
RenaultDown,Renault Kwid E-Tech,2011,,,2017.0
RenaultDown,Clio,2011,,,
RenaultDown,Clio Break,2011,,,
RenaultDown,Clio Grandtour,2011,,,
RenaultDown,Clio Sedan,2011,,,
RenaultDown,Duster Oroch,2011,,,
RenaultDown,Espace,2011,,,
RenaultDown,Grand Scenic,2011,,,
RenaultDown,Kadjar,2011,,,
RenaultDown,Kangoo,2011,,,
RenaultDown,Kaptur,2011,,,
RenaultDown,Koleos,2011,,,
RenaultDown,Kwid,2011,,,
RenaultDown,Laguna,2011,,,
RenaultDown,Latitude,2011,,,
RenaultDown,Lodgy,2011,,,
RenaultDown,Logan,2011,,,
RenaultDown,Megane,2011,,,
RenaultDown,Mégane Estate,2011,,,
RenaultDown,Megane Grandtour,2011,,,
RenaultDown,New Logan,2011,,,
RenaultDown,Pulse,2011,,,
RenaultDown,Safrane,2011,,,
RenaultDown,Sandero,2011,,,
RenaultDown,Scala,2011,,,
RenaultDown,Scenic,2011,,,
RenaultDown,Stepway,2011,,,
RenaultDown,Symbol,2011,,,
RenaultDown,Thalia,2011,,,
RenaultDown,Tondar,2011,,,
RenaultDown,Twingo,2011,,,
RenaultDown,Vel Satis,2011,,,
RivianDown,R1S,2011,,,2017.0
RivianDown,R1T,2011,,,2017.0
RoeweDown,E50,2011,,,2017.0
SeatDown,Cordoba,2011,,,
SeatDown,Ibiza,2011,,,
SkodaDown,Skoda Enyaq,2011,,,2017.0
SkodaDown,Enyaq iV,2011,,,2017.0
SmartDown,#1,2011,,,2017.0
SsangyongDown,Korando,2011,2019.0,2019.0,
SsangyongDown,Kyron,2011,2019.0,,
SsangyongDown,XLV,2011,2019.0,2019.0,
SsangyongDown,Actyon,2011,,,
SsangyongDown,Actyon Sports,2011,,,
SsangyongDown,Chairman,2011,,,
SsangyongDown,Istana,2011,,,
SsangyongDown,Musso,2011,,,
SsangyongDown,Rexton,2011,,,
SubaruDown,Forester,2011,2019.0,2019.0,
SubaruDown,Impreza,2011,2019.0,2019.0,
SubaruDown,WRX,2011,2019.0,,
SubaruDown,XV Crosstrek,2011,2019.0,2019.0,
SubaruDown,Solterra,2011,,,2017.0
SubaruDown,Legacy,2011,,,
SubaruDown,Outback,2011,,,
SubaruDown,Tribeca,2011,,,
SuzukiDown,Grand Vitara,2011,2019.0,2019.0,
SuzukiDown,S-Cross,2011,2019.0,2019.0,
SuzukiDown,Vitara,2011,2019.0,,
SuzukiDown,Aerio,2011,,,
SuzukiDown,Alto,2011,,,
SuzukiDown,APV,2011,,,
SuzukiDown,Baleno,2011,,,
SuzukiDown,Ignis,2011,,,
SuzukiDown,Jimny,2011,,,
SuzukiDown,Kei,2011,,,
SuzukiDown,Lapin,2011,,,
SuzukiDown,MR Wagon,2011,,,
SuzukiDown,Swift,2011,,,
SuzukiDown,SX4,2011,,,
SuzukiDown,Verona,2011,,,
SuzukiDown,Wagon R,2011,,,
SuzukiDown,XL7,2011,,,
TataDown,Nexon EV,2011,,,2017.0
TeslaDown,Model 3,2011,,,2017.0
TeslaDown,Model S,2011,,,2017.0
TeslaDown,Model X,2011,,,2017.0
TeslaDown,Model Y,2011,,,2017.0
ToyotaDown,Etios Sedan,2011,2019.0,,
ToyotaDown,Camry,2011,2019.0,2019.0,
ToyotaDown,Camry Hybrid,2011,2019.0,2019.0,
ToyotaDown,Corolla,2011,2019.0,2019.0,
ToyotaDown,Corolla Altis,2011,2019.0,2019.0,
ToyotaDown,Toyota Corolla Altis Hybrid,2011,2019.0,2019.0,
ToyotaDown,Corolla Ceres,2011,2019.0,2019.0,
ToyotaDown,Corolla Cross,2011,2019.0,2019.0,
ToyotaDown,Corolla Cross Hybrid,2011,2019.0,2019.0,
ToyotaDown,Corolla EX,2011,2019.0,2019.0,
ToyotaDown,Corolla Hybrid,2011,2019.0,2019.0,
ToyotaDown,Hilux SW4,2011,2019.0,2019.0,
ToyotaDown,Prius,2011,2019.0,2019.0,
ToyotaDown,Prius+,2011,2019.0,2019.0,
ToyotaDown,RAV4,2011,2019.0,2019.0,
ToyotaDown,Sienna,2011,2019.0,2019.0,
ToyotaDown,SW4,2011,2019.0,2019.0,
ToyotaDown,Yaris,2011,2019.0,,
ToyotaDown,Yaris Ativ,2011,2019.0,,
ToyotaDown,Yaris Cross,2011,2019.0,2019.0,
ToyotaDown,Yaris Cross Hybrid,2011,2019.0,2019.0,
ToyotaDown,Yaris iA,2011,2019.0,,
ToyotaDown,Yaris Sedan,2011,2019.0,,
ToyotaDown,BZ3,2011,,,2017.0
ToyotaDown,bZ4X,2011,,,2017.0
ToyotaDown,C-HR EV,2011,,,2017.0
ToyotaDown,Mirai,2011,,,2017.0
ToyotaDown,Proace Electric,2011,,,2017.0
ToyotaDown,4Runner,2011,,,
ToyotaDown,Agya,2011,,,
ToyotaDown,Altis,2011,,,
ToyotaDown,Avalon,2011,,,
ToyotaDown,Celica,2011,,,
ToyotaDown,Comfort,2011,,,
ToyotaDown,Condor,2011,,,
ToyotaDown,Corolla Axio,2011,,,
ToyotaDown,Corolla Fielder,2011,,,
ToyotaDown,Corolla Hatchback,2011,,,
ToyotaDown,Corolla iM,2011,,,
ToyotaDown,Corolla Levin,2011,,,
ToyotaDown,Corolla Rumion,2011,,,
ToyotaDown,Corolla RunX,2011,,,
ToyotaDown,Corolla Sedan,2011,,,
ToyotaDown,Corolla Spacio,2011,,,
ToyotaDown,Corolla Wagon,2011,,,
ToyotaDown,Corona,2011,,,
ToyotaDown,Crown Sedan,2011,,,
ToyotaDown,E'Z,2011,,,
ToyotaDown,Echo,2011,,,
ToyotaDown,Etios,2011,,,
ToyotaDown,Etios Cross,2011,,,
ToyotaDown,Etios Liva,2011,,,
ToyotaDown,FJ Cruiser,2011,,,
ToyotaDown,Highlander,2011,,,
ToyotaDown,Hilux,2011,,,
ToyotaDown,Land Cruiser,2011,,,
ToyotaDown,Paseo,2011,,,
ToyotaDown,Previa,2011,,,
ToyotaDown,Prius Alpha,2011,,,
ToyotaDown,Prius Prime,2011,,,
ToyotaDown,Proace,2011,,,
ToyotaDown,RAV4 Prime,2011,,,
ToyotaDown,Supra,2011,,,
ToyotaDown,Tarago,2011,,,
ToyotaDown,Terios,2011,,,
ToyotaDown,TownAce,2011,,,
ToyotaDown,Vitz,2011,,,
ToyotaDown,Yaris R,2011,,,
UberDown,Outros,2011,,,
VauxhallDown,Mokka-e,2011,,,2017.0
VauxhallDown,Vivaro-e,2011,,,2017.0
VenuciaDown,E30,2011,,,2017.0
VolkswagenDown,Voyage,2011,2019.0,,
VolkswagenDown,Polo,2011,2023.0,,
VolkswagenDown,CC,2011,2019.0,2019.0,
VolkswagenDown,Golf,2011,2019.0,2019.0,
VolkswagenDown,Jetta,2011,2019.0,2019.0,
VolkswagenDown,Jetta Clasico,2011,2019.0,2019.0,
VolkswagenDown,Jetta GLI,2011,2019.0,2019.0,
VolkswagenDown,Jetta SportWagen,2011,2019.0,2019.0,
VolkswagenDown,Nivus,2011,2019.0,2023.0,
VolkswagenDown,Passat,2011,2019.0,2019.0,
VolkswagenDown,Polo Sedan,2011,2019.0,,
VolkswagenDown,Polo Track,2011,2019.0,,
VolkswagenDown,Space Cross,2011,2019.0,,
VolkswagenDown,T-Cross,2011,2019.0,2019.0,
VolkswagenDown,Taos,2011,2019.0,2019.0,
VolkswagenDown,Tera,2011,2019.0,,
VolkswagenDown,Tiguan,2011,2019.0,2019.0,
VolkswagenDown,Touareg,2011,2019.0,2019.0,
VolkswagenDown,Virtus,2011,2019.0,2025.0,
VolkswagenDown,e-Bora,2011,,,2017.0
VolkswagenDown,e-Golf,2011,,,2017.0
VolkswagenDown,e-Tharu,2011,,,2017.0
VolkswagenDown,e-up!,2011,,,2017.0
VolkswagenDown,ID.3,2011,,,2017.0
VolkswagenDown,Volkswagen ID.4,2011,,,2017.0
VolkswagenDown,ID.5,2011,,,2017.0
VolkswagenDown,ID.6,2011,,,2017.0
VolkswagenDown,Amarok,2011,,,
VolkswagenDown,Beetle,2011,,,
VolkswagenDown,Bora,2011,,,
VolkswagenDown,Cabrio,2011,,,
VolkswagenDown,Caddy,2011,,,
VolkswagenDown,Caravelle,2011,,,
VolkswagenDown,Cross Lavida,2011,,,
VolkswagenDown,CrossFox,2011,,,
VolkswagenDown,Derby,2011,,,
VolkswagenDown,Eos,2011,,,
VolkswagenDown,EuroVan,2011,,,
VolkswagenDown,Fox,2011,,,
VolkswagenDown,GLI,2011,,,
VolkswagenDown,Gol,2011,,,
VolkswagenDown,Gol Trend,2011,,,
VolkswagenDown,Golf Alltrack,2011,,,
VolkswagenDown,Golf Estate,2011,,,
VolkswagenDown,Golf GTI,2011,,,
VolkswagenDown,Golf Hatchback,2011,,,
VolkswagenDown,Golf Plus,2011,,,
VolkswagenDown,Golf SportWagen,2011,,,
VolkswagenDown,Golf Variant,2011,,,
VolkswagenDown,GTI,2011,,,
VolkswagenDown,Lamando,2011,,,
VolkswagenDown,Lupo,2011,,,
VolkswagenDown,Magotan,2011,,,
VolkswagenDown,Parati,2011,,,
VolkswagenDown,Phaeton,2011,,,
VolkswagenDown,Pointer,2011,,,
VolkswagenDown,Polo MCA,2011,,,
VolkswagenDown,Rabbit,2011,,,
VolkswagenDown,Sagitar,2011,,,
VolkswagenDown,Santana,2011,,,
VolkswagenDown,Sedan,2011,,,
VolkswagenDown,Sharan,2011,,,
VolkswagenDown,Spacefox,2011,,,
VolkswagenDown,Sportsvan,2011,,,
VolkswagenDown,T-Roc,2011,,,
VolkswagenDown,Tiguan Allspace,2011,,,
VolkswagenDown,Touran,2011,,,
VolkswagenDown,TSi,2011,,,
VolkswagenDown,Up,2011,,,
VolkswagenDown,Vento,2011,,,
VolvoDown,850,2011,,,
VolvoDown,EX30,2011,2019.0,2019.0,2017.0
VolvoDown,S40,2011,2019.0,2019.0,
VolvoDown,S60,2011,2019.0,2019.0,
VolvoDown,S70,2011,2019.0,2019.0,
VolvoDown,S80,2011,2019.0,2019.0,
VolvoDown,S90,2011,2019.0,2019.0,
VolvoDown,V40,2011,2019.0,2019.0,
VolvoDown,V50,2011,2019.0,2019.0,
VolvoDown,V60,2011,2019.0,2019.0,
VolvoDown,V70,2011,2019.0,2019.0,
VolvoDown,XC40,2011,2019.0,2019.0,
VolvoDown,XC40 Electric,2011,2019.0,2019.0,2017.0
VolvoDown,XC60,2011,2019.0,2019.0,
VolvoDown,XC70,2011,2019.0,2019.0,
VolvoDown,XC90,2011,2019.0,2019.0,
VolvoDown,C40 Recharge,2011,,,2017.0
VolvoDown,C30,2011,,,
VolvoDown,C70,2011,,,
XPENGDown,G3,2011,,,2017.0
XPENGDown,G9,2011,,,2017.0
XPENGDown,P7,2011,,,2017.0
ZeepoDown,I-Zeepo,2011,,,2017.0
