arquivo,motivo,detalhe
C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Opções de veículos para locação com possibilidade de compra nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,pagina_servicos_ignorada,"O HTML salvo corresponde à categoria Serviços, não a uma categoria de veículos."
