ï»¿Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
SE,SP,PRAIA GRANDE,AUTO POSTO REDE PERSONALYTTE LTDA, 11.072.708/0001-74,RUA PERNAMBUCO,618,QUADRA10 LS 7/8/9 POSTO,BOQUEIRAO,11700-010,GASOLINA,17/08/2026,"6,69",,R$ / litro,RAIZEN
SE,SP,PRAIA GRANDE,AUTO POSTO REDE PERSONALYTTE LTDA, 11.072.708/0001-74,RUA PERNAMBUCO,618,QUADRA10 LS 7/8/9 POSTO,BOQUEIRAO,11700-010,GASOLINA ADITIVADA,17/08/2026,"6,99",,R$ / litro,RAIZEN
SE,SP,PRAIA GRANDE,AUTO POSTO REDE PERSONALYTTE LTDA, 11.072.708/0001-74,RUA PERNAMBUCO,618,QUADRA10 LS 7/8/9 POSTO,BOQUEIRAO,11700-010,ETANOL,17/08/2026,"4,24",,R$ / litro,RAIZEN
SE,SP,CUBATAO,CENTRO AUTOMOTIVO VIAMAR LTDA, 11.011.703/0001-31,RUA SAO PAULO,295,,JARDIM SAO FRANCISCO,11500-020,GASOLINA,17/08/2026,"6,98",,R$ / litro,BRANCA
SE,SP,CUBATAO,CENTRO AUTOMOTIVO VIAMAR LTDA, 11.011.703/0001-31,RUA SAO PAULO,295,,JARDIM SAO FRANCISCO,11500-020,ETANOL,17/08/2026,"4,54",,R$ / litro,BRANCA
SE,SP,JALES,POSTO RODO BEM LTDA, 11.452.016/0001-51,AVENIDA PAULO MARCONDES,1,,JARDIM MONTERREY,15703-314,GASOLINA,17/08/2026,"6,27",,R$ / litro,VIBRA
SE,SP,JALES,POSTO RODO BEM LTDA, 11.452.016/0001-51,AVENIDA PAULO MARCONDES,1,,JARDIM MONTERREY,15703-314,ETANOL,17/08/2026,"3,49",,R$ / litro,VIBRA
SE,SP,SAO PAULO,PORTAL DO CAMPO BELO AUTO POSTO LTDA, 11.576.381/0001-78,RUA ANTONIO DE MACEDO SOARES,1645,,CAMPO BELO,04607-003,GASOLINA,17/08/2026,"6,19",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,PORTAL DO CAMPO BELO AUTO POSTO LTDA, 11.576.381/0001-78,RUA ANTONIO DE MACEDO SOARES,1645,,CAMPO BELO,04607-003,GASOLINA ADITIVADA,17/08/2026,"6,59",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,PORTAL DO CAMPO BELO AUTO POSTO LTDA, 11.576.381/0001-78,RUA ANTONIO DE MACEDO SOARES,1645,,CAMPO BELO,04607-003,ETANOL,17/08/2026,"3,59",,R$ / litro,IPIRANGA
SE,SP,ASSIS,AUTO POSTO SAN FERNANDO VALLEY DE ASSIS LTDA., 11.838.435/0001-26,AVENIDA OTTO RIBEIRO,3,,SAN FERNANDO VALLEY,19800-300,GASOLINA,17/08/2026,"6,99",,R$ / litro,VIBRA
SE,SP,ASSIS,AUTO POSTO SAN FERNANDO VALLEY DE ASSIS LTDA., 11.838.435/0001-26,AVENIDA OTTO RIBEIRO,3,,SAN FERNANDO VALLEY,19800-300,GASOLINA ADITIVADA,17/08/2026,"7,29",,R$ / litro,VIBRA
SE,SP,ASSIS,AUTO POSTO SAN FERNANDO VALLEY DE ASSIS LTDA., 11.838.435/0001-26,AVENIDA OTTO RIBEIRO,3,,SAN FERNANDO VALLEY,19800-300,ETANOL,17/08/2026,"3,99",,R$ / litro,VIBRA
SE,SP,SAO JOSE DOS CAMPOS,SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA, 00.256.893/0033-18,AVENIDA PRESIDENTE TANCREDO NEVES,1030,,JARDIM TRÃS JOSÃ,12225-000,GASOLINA,17/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,SAO JOSE DOS CAMPOS,SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA, 00.256.893/0033-18,AVENIDA PRESIDENTE TANCREDO NEVES,1030,,JARDIM TRÃS JOSÃ,12225-000,GASOLINA ADITIVADA,17/08/2026,"6,04",,R$ / litro,BRANCA
SE,SP,SAO JOSE DOS CAMPOS,SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA, 00.256.893/0033-18,AVENIDA PRESIDENTE TANCREDO NEVES,1030,,JARDIM TRÃS JOSÃ,12225-000,ETANOL,17/08/2026,"3,59",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO AVANGARD LTDA ., 11.876.400/0001-81,RUA MADRE DE DEUS,1435,,MOOCA,03119-001,GASOLINA,17/08/2026,"6,29",,R$ / litro,ALE
SE,SP,SAO PAULO,AUTO POSTO AVANGARD LTDA ., 11.876.400/0001-81,RUA MADRE DE DEUS,1435,,MOOCA,03119-001,ETANOL,17/08/2026,"3,69",,R$ / litro,ALE
SE,SP,SAO PAULO,AUTO POSTO CATANIA LTDA, 11.928.607/0001-52,AVENIDA CUPECE,4360,,CIDADE ADEMAR,04366-001,GASOLINA,17/08/2026,"5,89",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO CATANIA LTDA, 11.928.607/0001-52,AVENIDA CUPECE,4360,,CIDADE ADEMAR,04366-001,GASOLINA ADITIVADA,17/08/2026,"5,89",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO CATANIA LTDA, 11.928.607/0001-52,AVENIDA CUPECE,4360,,CIDADE ADEMAR,04366-001,ETANOL,17/08/2026,"3,29",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO BARAO DO LIBANO LTDA, 12.020.118/0001-60,AVENIDA ZELINA,54,TERREO,VILA ZELINA,03143-000,GASOLINA,17/08/2026,"6,59",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO BARAO DO LIBANO LTDA, 12.020.118/0001-60,AVENIDA ZELINA,54,TERREO,VILA ZELINA,03143-000,GASOLINA ADITIVADA,17/08/2026,"6,79",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO BARAO DO LIBANO LTDA, 12.020.118/0001-60,AVENIDA ZELINA,54,TERREO,VILA ZELINA,03143-000,ETANOL,17/08/2026,"4,09",,R$ / litro,RAIZEN
SE,SP,ARARAS,UCELA & PAULA LTDA, 11.902.658/0001-05,RUA  DOS CEDROS,190,,JARDIM FRANCISCA BUZOLIN,13601-265,GASOLINA,17/08/2026,"6,27",,R$ / litro,BRANCA
SE,SP,ITU,AUTO POSTO CEIBA SPECIOSA LTDA, 11.943.389/0001-25,AVENIDA ERMELINDO MAFFEI,696,,CHAFARIS,13304-305,GASOLINA,17/08/2026,"6,59",,R$ / litro,BRANCA
SE,SP,ITU,AUTO POSTO CEIBA SPECIOSA LTDA, 11.943.389/0001-25,AVENIDA ERMELINDO MAFFEI,696,,CHAFARIS,13304-305,GASOLINA ADITIVADA,17/08/2026,"6,59",,R$ / litro,BRANCA
SE,SP,ITU,AUTO POSTO CEIBA SPECIOSA LTDA, 11.943.389/0001-25,AVENIDA ERMELINDO MAFFEI,696,,CHAFARIS,13304-305,ETANOL,17/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DINAMITE LTDA, 10.572.707/0001-26,ALAMEDA LORENA,2171,,JARDIM PAULISTA,01424-002,GASOLINA,17/08/2026,"6,19",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DINAMITE LTDA, 10.572.707/0001-26,ALAMEDA LORENA,2171,,JARDIM PAULISTA,01424-002,GASOLINA ADITIVADA,17/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DINAMITE LTDA, 10.572.707/0001-26,ALAMEDA LORENA,2171,,JARDIM PAULISTA,01424-002,ETANOL,17/08/2026,"3,77",,R$ / litro,IPIRANGA
SE,SP,ITAPIRA,AUTO  POSTO SMC LTDA, 09.387.108/0001-53,RUA CONSELHEIRO  LAURINDO,458,,CUBATAO,13972-320,GASOLINA,17/08/2026,"6,68",,R$ / litro,RAIZEN
SE,SP,ITAPIRA,AUTO  POSTO SMC LTDA, 09.387.108/0001-53,RUA CONSELHEIRO  LAURINDO,458,,CUBATAO,13972-320,GASOLINA ADITIVADA,17/08/2026,"6,98",,R$ / litro,RAIZEN
SE,SP,ITAPIRA,AUTO  POSTO SMC LTDA, 09.387.108/0001-53,RUA CONSELHEIRO  LAURINDO,458,,CUBATAO,13972-320,ETANOL,17/08/2026,"3,88",,R$ / litro,RAIZEN
SE,SP,DIADEMA,AUTO POSTO RAVENNA LTDA, 12.318.262/0001-88,AVENIDA ANTONIO SYLVIO CUNHA BUENO,505,,INAMAR,09981-105,GASOLINA,17/08/2026,"6,39",,R$ / litro,IPIRANGA
SE,SP,DIADEMA,AUTO POSTO RAVENNA LTDA, 12.318.262/0001-88,AVENIDA ANTONIO SYLVIO CUNHA BUENO,505,,INAMAR,09981-105,GASOLINA ADITIVADA,17/08/2026,"6,59",,R$ / litro,IPIRANGA
SE,SP,DIADEMA,AUTO POSTO RAVENNA LTDA, 12.318.262/0001-88,AVENIDA ANTONIO SYLVIO CUNHA BUENO,505,,INAMAR,09981-105,ETANOL,17/08/2026,"3,79",,R$ / litro,IPIRANGA
SE,SP,GUARUJA,POSTO ILHA GUARUJA LTDA, 10.317.892/0001-02,AVENIDA DOS CAICARAS,1085,,JARDIM LAS PALMAS,11420-440,GASOLINA,17/08/2026,"6,59",,R$ / litro,VIBRA
SE,SP,GUARUJA,POSTO ILHA GUARUJA LTDA, 10.317.892/0001-02,AVENIDA DOS CAICARAS,1085,,JARDIM LAS PALMAS,11420-440,GASOLINA ADITIVADA,17/08/2026,"6,59",,R$ / litro,VIBRA
SE,SP,SAO PAULO,PRIMEX CENTER INTERLAGOS AUTO POSTO LTDA, 12.234.583/0001-02,AVENIDA DAS NACOES UNIDAS,21927,,SANT0 AMARO,04795-100,GASOLINA,17/08/2026,"6,17",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,PRIMEX CENTER INTERLAGOS AUTO POSTO LTDA, 12.234.583/0001-02,AVENIDA DAS NACOES UNIDAS,21927,,SANT0 AMARO,04795-100,ETANOL,17/08/2026,"3,69",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO MMS LTDA, 10.968.502/0001-64,AVENIDA GENERAL PENHA BRASIL,309,LETRA A,VILA ANGELICA,02673-000,GASOLINA,17/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO MMS LTDA, 10.968.502/0001-64,AVENIDA GENERAL PENHA BRASIL,309,LETRA A,VILA ANGELICA,02673-000,GASOLINA ADITIVADA,17/08/2026,"6,19",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO MMS LTDA, 10.968.502/0001-64,AVENIDA GENERAL PENHA BRASIL,309,LETRA A,VILA ANGELICA,02673-000,ETANOL,17/08/2026,"3,29",,R$ / litro,BRANCA
SE,SP,ARARAS,PARAZZI COMBUSTIVEIS LTDA., 12.324.572/0001-05,AVENIDA DONA RENATA - SUL,4488,,JARDIM CAMBUI,13602-046,GASOLINA,17/08/2026,"6,49",,R$ / litro,RAIZEN
SE,SP,ARARAS,PARAZZI COMBUSTIVEIS LTDA., 12.324.572/0001-05,AVENIDA DONA RENATA - SUL,4488,,JARDIM CAMBUI,13602-046,GASOLINA ADITIVADA,17/08/2026,"6,64",,R$ / litro,RAIZEN
SE,SP,ARARAS,PARAZZI COMBUSTIVEIS LTDA., 12.324.572/0001-05,AVENIDA DONA RENATA - SUL,4488,,JARDIM CAMBUI,13602-046,ETANOL,17/08/2026,"3,79",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,ARINELLA IMIGRANTES COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA, 12.180.983/0001-74,AVENIDA RICARDO JAFET,3400,,VILA FIRMIANO PINTO,04123-020,GASOLINA,17/08/2026,"6,09",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,ARINELLA IMIGRANTES COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA, 12.180.983/0001-74,AVENIDA RICARDO JAFET,3400,,VILA FIRMIANO PINTO,04123-020,GASOLINA ADITIVADA,17/08/2026,"6,69",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,ARINELLA IMIGRANTES COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA, 12.180.983/0001-74,AVENIDA RICARDO JAFET,3400,,VILA FIRMIANO PINTO,04123-020,ETANOL,17/08/2026,"3,59",,R$ / litro,RAIZEN
SE,SP,TAUBATE,AUTO POSTO F3 LTDA, 12.194.868/0001-59,AVENIDA OSWALDO ARANHA,66,,TERRA NOVA,12081-800,GASOLINA,17/08/2026,"5,59",,R$ / litro,BRANCA
SE,SP,TAUBATE,AUTO POSTO F3 LTDA, 12.194.868/0001-59,AVENIDA OSWALDO ARANHA,66,,TERRA NOVA,12081-800,ETANOL,17/08/2026,"3,09",,R$ / litro,BRANCA
SE,SP,TAUBATE,AUTO POSTO MARECHAL MERCADO SHOPPING LTDA, 05.520.575/0002-30,1A AVENIDA AVENIDA CHARLES SCHNNEIDER 1700,1700,LOJA  122,PARQUE SENHOR DO BONFIM,12040-900,GASOLINA,17/08/2026,"5,59",,R$ / litro,BRANCA
SE,SP,TAUBATE,AUTO POSTO MARECHAL MERCADO SHOPPING LTDA, 05.520.575/0002-30,1A AVENIDA AVENIDA CHARLES SCHNNEIDER 1700,1700,LOJA  122,PARQUE SENHOR DO BONFIM,12040-900,ETANOL,17/08/2026,"3,25",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AVATAR AUTO POSTO LTDA, 12.448.864/0001-50,AVENIDA ATLANTICA,6551,,PARQUE ATLANTICO,04805-000,GASOLINA,17/08/2026,"6,02",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AVATAR AUTO POSTO LTDA, 12.448.864/0001-50,AVENIDA ATLANTICA,6551,,PARQUE ATLANTICO,04805-000,GASOLINA ADITIVADA,17/08/2026,"6,32",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AVATAR AUTO POSTO LTDA, 12.448.864/0001-50,AVENIDA ATLANTICA,6551,,PARQUE ATLANTICO,04805-000,ETANOL,17/08/2026,"3,22",,R$ / litro,BRANCA
SE,SP,OSASCO,AUTO POSTO MX LTDA, 04.844.983/0001-01,RUA MACHADO DE ASSIS,595,,CENTRO,06018-030,GASOLINA,17/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,OSASCO,AUTO POSTO MX LTDA, 04.844.983/0001-01,RUA MACHADO DE ASSIS,595,,CENTRO,06018-030,GASOLINA ADITIVADA,17/08/2026,"6,49",,R$ / litro,BRANCA
SE,SP,OSASCO,AUTO POSTO MX LTDA, 04.844.983/0001-01,RUA MACHADO DE ASSIS,595,,CENTRO,06018-030,ETANOL,17/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,SANTOS,AUTO POSTO FORENSE LTDA, 12.231.424/0001-46,RUA BRAZ CUBAS,143,,VILA NOVA,11013-163,GASOLINA,17/08/2026,"6,09",,R$ / litro,BRANCA
SE,SP,SANTOS,AUTO POSTO FORENSE LTDA, 12.231.424/0001-46,RUA BRAZ CUBAS,143,,VILA NOVA,11013-163,GASOLINA ADITIVADA,17/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,SANTOS,AUTO POSTO FORENSE LTDA, 12.231.424/0001-46,RUA BRAZ CUBAS,143,,VILA NOVA,11013-163,ETANOL,17/08/2026,"3,59",,R$ / litro,BRANCA
SE,SP,SUMARE,GOLDEN SUMARE AUTO POSTO LTDA, 11.967.543/0001-07,AVENIDA UM,5985,,JARDIM NOVA TERRA (NOVA VENEZA),13179-060,GASOLINA,17/08/2026,"6,09",,R$ / litro,BRANCA
SE,SP,SUMARE,GOLDEN SUMARE AUTO POSTO LTDA, 11.967.543/0001-07,AVENIDA UM,5985,,JARDIM NOVA TERRA (NOVA VENEZA),13179-060,GASOLINA ADITIVADA,17/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,SUMARE,GOLDEN SUMARE AUTO POSTO LTDA, 11.967.543/0001-07,AVENIDA UM,5985,,JARDIM NOVA TERRA (NOVA VENEZA),13179-060,ETANOL,17/08/2026,"3,39",,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO MONTEMOR LTDA, 12.867.038/0001-45,AVENIDA RODRIGUES MONTEMOR,280,,CIDADE DOMITILA / JABAQUARA,04387-004,GASOLINA,17/08/2026,"6,29",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO MONTEMOR LTDA, 12.867.038/0001-45,AVENIDA RODRIGUES MONTEMOR,280,,CIDADE DOMITILA / JABAQUARA,04387-004,GASOLINA ADITIVADA,17/08/2026,"6,69",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO MONTEMOR LTDA, 12.867.038/0001-45,AVENIDA RODRIGUES MONTEMOR,280,,CIDADE DOMITILA / JABAQUARA,04387-004,ETANOL,17/08/2026,"3,77",,R$ / litro,IPIRANGA
SE,SP,ITU,POSTO DE ABASTECIMENTO ITUANO LTDA., 13.081.001/0001-50,RUA JERONIMO GONCALVES MEIRA,100,,VILA LEIS,13309-190,GASOLINA,17/08/2026,"5,79",,R$ / litro,BRANCA
SE,SP,ITU,POSTO DE ABASTECIMENTO ITUANO LTDA., 13.081.001/0001-50,RUA JERONIMO GONCALVES MEIRA,100,,VILA LEIS,13309-190,ETANOL,17/08/2026,"3,19",,R$ / litro,BRANCA
SE,SP,SAO VICENTE,AUTO POSTO LINHA AMARELA LTDA, 12.699.197/0001-88,RUA BENJAMIM CONSTANT,230,,CENTRO,11310-500,GASOLINA,17/08/2026,"6,89",,R$ / litro,RAIZEN
SE,SP,SAO VICENTE,AUTO POSTO LINHA AMARELA LTDA, 12.699.197/0001-88,RUA BENJAMIM CONSTANT,230,,CENTRO,11310-500,GASOLINA ADITIVADA,17/08/2026,"7,29",,R$ / litro,RAIZEN
SE,SP,SAO VICENTE,AUTO POSTO LINHA AMARELA LTDA, 12.699.197/0001-88,RUA BENJAMIM CONSTANT,230,,CENTRO,11310-500,ETANOL,17/08/2026,"3,99",,R$ / litro,RAIZEN
SE,SP,JALES,AUTO POSTO MALONI LTDA, 11.690.729/0002-34,RUA AYRTON SENNA DA SILVA,360,,JARDIM ACLIMACAO,15700-000,GASOLINA ADITIVADA,17/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,JALES,AUTO POSTO MALONI LTDA, 11.690.729/0002-34,RUA AYRTON SENNA DA SILVA,360,,JARDIM ACLIMACAO,15700-000,ETANOL,17/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO VITORIA DE MOGI MIRIM LTDA, 13.272.112/0001-43,AVENIDA EXPEDITO QUARTIERI,1097,,MIRANTE,13802-100,GASOLINA,17/08/2026,"6,49",,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO VITORIA DE MOGI MIRIM LTDA, 13.272.112/0001-43,AVENIDA EXPEDITO QUARTIERI,1097,,MIRANTE,13802-100,GASOLINA ADITIVADA,17/08/2026,"6,49",,R$ / litro,BRANCA
SE,SP,VOTUPORANGA,AUTO POSTO CIDADE JARDIM DE VOTUPORANGA LTDA, 10.992.306/0001-25,AVENIDA FRANCISCO VILAR HORTA,4351,,PATRIMONIO NOVO,15500-001,GASOLINA,17/08/2026,"6,49",,R$ / litro,IPIRANGA
SE,SP,VOTUPORANGA,AUTO POSTO CIDADE JARDIM DE VOTUPORANGA LTDA, 10.992.306/0001-25,AVENIDA FRANCISCO VILAR HORTA,4351,,PATRIMONIO NOVO,15500-001,ETANOL,17/08/2026,"3,29",,R$ / litro,IPIRANGA
SE,SP,ARARAS,ECOFLEX COMERCIO DE COMBUSTIVEL LTDA, 13.492.850/0001-04,AVENIDA ROMANA OMETTO,220,,JARDIM CANDIDA,13603-004,GASOLINA,17/08/2026,"6,57",,R$ / litro,RAIZEN
SE,SP,ARARAS,ECOFLEX COMERCIO DE COMBUSTIVEL LTDA, 13.492.850/0001-04,AVENIDA ROMANA OMETTO,220,,JARDIM CANDIDA,13603-004,GASOLINA ADITIVADA,17/08/2026,"6,57",,R$ / litro,RAIZEN
SE,SP,ARARAS,ECOFLEX COMERCIO DE COMBUSTIVEL LTDA, 13.492.850/0001-04,AVENIDA ROMANA OMETTO,220,,JARDIM CANDIDA,13603-004,ETANOL,17/08/2026,"3,77",,R$ / litro,RAIZEN
SE,SP,DIADEMA,AUTO POSTO A.L. LTDA, 11.859.959/0001-01,RUA ANTONIO DIAS ADORNO,430,,VILA NOGUEIRA,09991-120,GASOLINA,17/08/2026,"5,99",,R$ / litro,VIBRA
SE,SP,DIADEMA,AUTO POSTO A.L. LTDA, 11.859.959/0001-01,RUA ANTONIO DIAS ADORNO,430,,VILA NOGUEIRA,09991-120,ETANOL,17/08/2026,"3,29",,R$ / litro,VIBRA
SE,SP,PRAIA GRANDE,AUTO POSTO QUATRO ESTAÃÃES LTDA EPP, 13.612.266/0001-37,AVENIDA   GUADALAJARA,302,,VILA GUILHERMINA,11702-210,GASOLINA,17/08/2026,"5,99",,R$ / litro,IPIRANGA
SE,SP,PRAIA GRANDE,AUTO POSTO QUATRO ESTAÃÃES LTDA EPP, 13.612.266/0001-37,AVENIDA   GUADALAJARA,302,,VILA GUILHERMINA,11702-210,GASOLINA ADITIVADA,17/08/2026,"6,99",,R$ / litro,IPIRANGA
SE,SP,PRAIA GRANDE,AUTO POSTO QUATRO ESTAÃÃES LTDA EPP, 13.612.266/0001-37,AVENIDA   GUADALAJARA,302,,VILA GUILHERMINA,11702-210,ETANOL,17/08/2026,"3,79",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,MIX AUTO POSTO LTDA, 12.037.561/0001-44,RUA SERRA DE JAIRE,"26, 36",,QUARTA PARADA,03175-010,GASOLINA,17/08/2026,"6,19",,R$ / litro,VIBRA
SE,SP,SAO PAULO,MIX AUTO POSTO LTDA, 12.037.561/0001-44,RUA SERRA DE JAIRE,"26, 36",,QUARTA PARADA,03175-010,GASOLINA ADITIVADA,17/08/2026,"6,49",,R$ / litro,VIBRA
SE,SP,SAO PAULO,MIX AUTO POSTO LTDA, 12.037.561/0001-44,RUA SERRA DE JAIRE,"26, 36",,QUARTA PARADA,03175-010,ETANOL,17/08/2026,"3,49",,R$ / litro,VIBRA
SE,SP,SAO PAULO,AUTO POSTO MELIDE LTDA, 13.713.790/0001-02,RUA CONEGO JANUARIO,357,,IPIRANGA,04201-050,GASOLINA,17/08/2026,"5,99",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO MELIDE LTDA, 13.713.790/0001-02,RUA CONEGO JANUARIO,357,,IPIRANGA,04201-050,GASOLINA ADITIVADA,17/08/2026,"6,29",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO MELIDE LTDA, 13.713.790/0001-02,RUA CONEGO JANUARIO,357,,IPIRANGA,04201-050,ETANOL,17/08/2026,"3,39",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO AZZOLINI NETO LTDA, 13.686.204/0001-70,AVENIDA ATLANTICA,4695,,INTERLAGOS,04772-005,GASOLINA,17/08/2026,"6,09",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO AZZOLINI NETO LTDA, 13.686.204/0001-70,AVENIDA ATLANTICA,4695,,INTERLAGOS,04772-005,GASOLINA ADITIVADA,17/08/2026,"6,69",,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO AZZOLINI NETO LTDA, 13.686.204/0001-70,AVENIDA ATLANTICA,4695,,INTERLAGOS,04772-005,ETANOL,17/08/2026,"3,39",,R$ / litro,RAIZEN
SE,SP,PRAIA GRANDE,AUTO POSTO DELTA PRAIA LTDA, 13.779.134/0001-02,AVENIDA DOUTOR ROBERTO DE ALMEIDA VINHAS,3933,ANEXO POSTO,AVIACAO,11703-500,GASOLINA,17/08/2026,"6,89",,R$ / litro,RAIZEN
SE,SP,PRAIA GRANDE,AUTO POSTO DELTA PRAIA LTDA, 13.779.134/0001-02,AVENIDA DOUTOR ROBERTO DE ALMEIDA VINHAS,3933,ANEXO POSTO,AVIACAO,11703-500,GASOLINA ADITIVADA,17/08/2026,"7,29",,R$ / litro,RAIZEN
SE,SP,PRAIA GRANDE,AUTO POSTO DELTA PRAIA LTDA, 13.779.134/0001-02,AVENIDA DOUTOR ROBERTO DE ALMEIDA VINHAS,3933,ANEXO POSTO,AVIACAO,11703-500,ETANOL,17/08/2026,"3,99",,R$ / litro,RAIZEN
SE,SP,CRUZEIRO,MJR COMERCIO DE COMBUSTIVEIS LTDA., 13.896.271/0001-19,RUA DR. CELESTINO,1,,VILA CANEVARI,12710-260,GASOLINA,17/08/2026,"6,07",,R$ / litro,BRANCA
SE,SP,CRUZEIRO,MJR COMERCIO DE COMBUSTIVEIS LTDA., 13.896.271/0001-19,RUA DR. CELESTINO,1,,VILA CANEVARI,12710-260,GASOLINA ADITIVADA,17/08/2026,"6,09",,R$ / litro,BRANCA
SE,SP,CRUZEIRO,MJR COMERCIO DE COMBUSTIVEIS LTDA., 13.896.271/0001-19,RUA DR. CELESTINO,1,,VILA CANEVARI,12710-260,ETANOL,17/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,BARRETOS,G. A. COMERCIO DE COMBUSTIVEIS LTDA., 14.022.489/0001-07,AVENIDA 51,300,,CENTRO,14780-470,GASOLINA,17/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,BARRETOS,G. A. COMERCIO DE COMBUSTIVEIS LTDA., 14.022.489/0001-07,AVENIDA 51,300,,CENTRO,14780-470,GASOLINA ADITIVADA,17/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,BARRETOS,G. A. COMERCIO DE COMBUSTIVEIS LTDA., 14.022.489/0001-07,AVENIDA 51,300,,CENTRO,14780-470,ETANOL,17/08/2026,"3,19",,R$ / litro,BRANCA
SE,SP,ARARAS,AUTO POSTO NOVA ARARAS LTDA, 10.896.390/0001-83,AVENIDA HORACIO KREPISCHI,550,,MATADOURO,13600-001,GASOLINA,17/08/2026,"6,48",,R$ / litro,VIBRA
SE,SP,ARARAS,AUTO POSTO NOVA ARARAS LTDA, 10.896.390/0001-83,AVENIDA HORACIO KREPISCHI,550,,MATADOURO,13600-001,GASOLINA ADITIVADA,17/08/2026,"6,68",,R$ / litro,VIBRA
SE,SP,SAO PAULO,AUTO POSTO JAMIR LTDA, 12.935.191/0001-62,RUA INCONFIDENCIA MINEIRA,2037,,VILA ANTONIETA,03476-010,GASOLINA,17/08/2026,"6,89",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO JAMIR LTDA, 12.935.191/0001-62,RUA INCONFIDENCIA MINEIRA,2037,,VILA ANTONIETA,03476-010,GASOLINA ADITIVADA,17/08/2026,"7,59",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO JAMIR LTDA, 12.935.191/0001-62,RUA INCONFIDENCIA MINEIRA,2037,,VILA ANTONIETA,03476-010,ETANOL,17/08/2026,"3,79",,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,COMERCIO DE COMBUSTIVEIS BRAGANCA LTDA, 14.112.238/0001-13,RUA SERRA DE BRAGANCA,1,,TATUAPE,03318-000,GASOLINA,17/08/2026,"6,99",,R$ / litro,BRANCA
