ï»¿Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
SE,SP,RIO CLARO,E.GARCIA COMERCIO DE COMBUSTIVEIS LTDA, 04.452.907/0001-42,RUA 22,660,,JARDIM CLARET,13500-270,GASOLINA,06/08/2026,"6,30",,R$ / litro,VIBRA
SE,SP,RIO CLARO,E.GARCIA COMERCIO DE COMBUSTIVEIS LTDA, 04.452.907/0001-42,RUA 22,660,,JARDIM CLARET,13500-270,GASOLINA ADITIVADA,06/08/2026,"6,35",,R$ / litro,VIBRA
SE,SP,RIO CLARO,E.GARCIA COMERCIO DE COMBUSTIVEIS LTDA, 04.452.907/0001-42,RUA 22,660,,JARDIM CLARET,13500-270,ETANOL,06/08/2026,"3,65",,R$ / litro,VIBRA
SE,SP,SUZANO,AUTO POSTO DONA BENTA LTDA, 07.575.173/0001-87,AVENIDA FRANCISCO MARENGO,2455,,JARDIM DONA BENTA,08694-520,GASOLINA,06/08/2026,"6,09",,R$ / litro,BRANCA
SE,SP,SUZANO,AUTO POSTO DONA BENTA LTDA, 07.575.173/0001-87,AVENIDA FRANCISCO MARENGO,2455,,JARDIM DONA BENTA,08694-520,ETANOL,06/08/2026,"3,38",,R$ / litro,BRANCA
SE,SP,SUZANO,AUTO POSTO SUZAN PETRO LTDA, 04.409.786/0001-56,AVENIDA VEREADOR JOAO BAPTISTA FITTIPALD,300,,VILA MALUF,08674-210,GASOLINA,06/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,SUZANO,AUTO POSTO SUZAN PETRO LTDA, 04.409.786/0001-56,AVENIDA VEREADOR JOAO BAPTISTA FITTIPALD,300,,VILA MALUF,08674-210,GASOLINA ADITIVADA,06/08/2026,"6,58",,R$ / litro,BRANCA
SE,SP,SUZANO,AUTO POSTO SUZAN PETRO LTDA, 04.409.786/0001-56,AVENIDA VEREADOR JOAO BAPTISTA FITTIPALD,300,,VILA MALUF,08674-210,ETANOL,06/08/2026,"3,29",,R$ / litro,BRANCA
SE,SP,SUZANO,GRAN SUZANO AUTO POSTO LTDA, 05.211.900/0001-00,AVENIDA ANTONIO MARQUES FIGUEIRA,360,,CENTRO,08676-000,GASOLINA,06/08/2026,"6,09",,R$ / litro,BRANCA
SE,SP,SUZANO,GRAN SUZANO AUTO POSTO LTDA, 05.211.900/0001-00,AVENIDA ANTONIO MARQUES FIGUEIRA,360,,CENTRO,08676-000,GASOLINA ADITIVADA,06/08/2026,"6,14",,R$ / litro,BRANCA
SE,SP,SUZANO,GRAN SUZANO AUTO POSTO LTDA, 05.211.900/0001-00,AVENIDA ANTONIO MARQUES FIGUEIRA,360,,CENTRO,08676-000,ETANOL,06/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,SUZANO,VIEGAS AUTO POSTO LTDA, 01.458.172/0001-76,AVENIDA MAJOR PINHEIRO FROES,1215,,VILA MARIA DE MAGGI,08680-000,GASOLINA,06/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,SUZANO,VIEGAS AUTO POSTO LTDA, 01.458.172/0001-76,AVENIDA MAJOR PINHEIRO FROES,1215,,VILA MARIA DE MAGGI,08680-000,GASOLINA ADITIVADA,06/08/2026,"6,19",,R$ / litro,BRANCA
SE,SP,SUZANO,VIEGAS AUTO POSTO LTDA, 01.458.172/0001-76,AVENIDA MAJOR PINHEIRO FROES,1215,,VILA MARIA DE MAGGI,08680-000,ETANOL,06/08/2026,"3,29",,R$ / litro,BRANCA
SE,SP,SUZANO,POSTO QUALITY CASABLANCA LTDA, 04.583.463/0001-84,AVENIDA ARMANDO SALES DE OLIVEIRA,2185,,PARQUE SANTA ROSA,08673-000,ETANOL,06/08/2026,"3,99",,R$ / litro,VIBRA
SE,SP,SUZANO,POSTO QUALITY CASABLANCA LTDA, 04.583.463/0001-84,AVENIDA ARMANDO SALES DE OLIVEIRA,2185,,PARQUE SANTA ROSA,08673-000,GASOLINA,06/08/2026,"6,69",,R$ / litro,VIBRA
SE,SP,SUZANO,POSTO QUALITY CASABLANCA LTDA, 04.583.463/0001-84,AVENIDA ARMANDO SALES DE OLIVEIRA,2185,,PARQUE SANTA ROSA,08673-000,GASOLINA ADITIVADA,06/08/2026,"6,89",,R$ / litro,VIBRA
SE,SP,TABOAO DA SERRA,AUTO POSTO EUROPA LTDA., 04.847.983/0001-57,ESTRADA BENEDITO CESARIO DE OLIVERIA,1970,,JD. RECORD,06767-281,GASOLINA,06/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,AUTO POSTO EUROPA LTDA., 04.847.983/0001-57,ESTRADA BENEDITO CESARIO DE OLIVERIA,1970,,JD. RECORD,06767-281,ETANOL,06/08/2026,"3,29",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,AUTO POSTO RODABRASIL LTDA, 05.702.407/0001-84,AVENIDA SAO PAULO,256,,INTERCAP,06757-170,GASOLINA,06/08/2026,"7,99",,R$ / litro,VIBRA
SE,SP,TABOAO DA SERRA,AUTO POSTO RODABRASIL LTDA, 05.702.407/0001-84,AVENIDA SAO PAULO,256,,INTERCAP,06757-170,GASOLINA ADITIVADA,06/08/2026,"8,49",,R$ / litro,VIBRA
SE,SP,TABOAO DA SERRA,AUTO POSTO RODABRASIL LTDA, 05.702.407/0001-84,AVENIDA SAO PAULO,256,,INTERCAP,06757-170,ETANOL,06/08/2026,"5,99",,R$ / litro,VIBRA
SE,SP,TABOAO DA SERRA,AUTO POSTO DAS OLIVEIRAS KM 274 LTDA, 73.090.169/0001-53,RODOVIA REGIS BITTENCOURT,4551,KM    274,JARDIM TRES MARIAS,06793-100,GASOLINA,06/08/2026,"6,35",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,AUTO POSTO DAS OLIVEIRAS KM 274 LTDA, 73.090.169/0001-53,RODOVIA REGIS BITTENCOURT,4551,KM    274,JARDIM TRES MARIAS,06793-100,GASOLINA ADITIVADA,06/08/2026,"6,41",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,AUTO POSTO DAS OLIVEIRAS KM 274 LTDA, 73.090.169/0001-53,RODOVIA REGIS BITTENCOURT,4551,KM    274,JARDIM TRES MARIAS,06793-100,ETANOL,06/08/2026,"3,49",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,BIG BROTHER AUTO POSTO LTDA, 04.845.671/0001-04,RUA OURINHOS,34,,PQ.IND.DAS OLIVEIRAS,06765-290,GASOLINA,06/08/2026,"6,69",,R$ / litro,IPIRANGA
SE,SP,TABOAO DA SERRA,BIG BROTHER AUTO POSTO LTDA, 04.845.671/0001-04,RUA OURINHOS,34,,PQ.IND.DAS OLIVEIRAS,06765-290,GASOLINA ADITIVADA,06/08/2026,"6,89",,R$ / litro,IPIRANGA
SE,SP,TABOAO DA SERRA,BIG BROTHER AUTO POSTO LTDA, 04.845.671/0001-04,RUA OURINHOS,34,,PQ.IND.DAS OLIVEIRAS,06765-290,ETANOL,06/08/2026,"3,69",,R$ / litro,IPIRANGA
SE,SP,TABOAO DA SERRA,CENTRO AUTOMOTIVO PINZETTA LTDA, 01.845.420/0001-31,RUA DR MARIO AUGUSTO PEREIRA,88,,PQ PINHEIROS,06767-330,GASOLINA,06/08/2026,"5,87",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,CENTRO AUTOMOTIVO PINZETTA LTDA, 01.845.420/0001-31,RUA DR MARIO AUGUSTO PEREIRA,88,,PQ PINHEIROS,06767-330,GASOLINA ADITIVADA,06/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,CENTRO AUTOMOTIVO PINZETTA LTDA, 01.845.420/0001-31,RUA DR MARIO AUGUSTO PEREIRA,88,,PQ PINHEIROS,06767-330,ETANOL,06/08/2026,"3,22",,R$ / litro,BRANCA
SE,SP,BIRIGUI,COMERCIAL CURI PANDINI LTDA - EPP, 04.238.771/0001-72,AVENIDA ANTONIO DA SILVA NUNES,1760,,JARDIM SAO CONRADO,16201-106,ETANOL,06/08/2026,"3,19",,R$ / litro,BRANCA
SE,SP,BIRIGUI,COMERCIAL CURI PANDINI LTDA - EPP, 04.238.771/0001-72,AVENIDA ANTONIO DA SILVA NUNES,1760,,JARDIM SAO CONRADO,16201-106,GASOLINA,06/08/2026,"6,38",,R$ / litro,BRANCA
SE,SP,BIRIGUI,COMERCIAL CURI PANDINI LTDA - EPP, 04.238.771/0001-72,AVENIDA ANTONIO DA SILVA NUNES,1760,,JARDIM SAO CONRADO,16201-106,GASOLINA ADITIVADA,06/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,BIRIGUI,AUTO POSTO BRISAS DE BIRIGUI LTDA, 04.713.017/0001-47,RUA SAUDADES,1685,TERREO,CENTRO,16200-005,GASOLINA,06/08/2026,"6,49",,R$ / litro,RAIZEN
SE,SP,BIRIGUI,AUTO POSTO BRISAS DE BIRIGUI LTDA, 04.713.017/0001-47,RUA SAUDADES,1685,TERREO,CENTRO,16200-005,GASOLINA ADITIVADA,06/08/2026,"7,09",,R$ / litro,RAIZEN
SE,SP,BIRIGUI,AUTO POSTO BRISAS DE BIRIGUI LTDA, 04.713.017/0001-47,RUA SAUDADES,1685,TERREO,CENTRO,16200-005,ETANOL,06/08/2026,"3,19",,R$ / litro,RAIZEN
SE,SP,BIRIGUI,AUTO POSTO EUCLIDES MIRAGAIA LTDA - EPP, 08.230.151/0001-48,AVENIDA EUCLIDES MIRAGAIA,2194,,JARDIM JUSSARA MARIA,16204-900,GASOLINA,06/08/2026,"6,19",,R$ / litro,BRANCA
SE,SP,BIRIGUI,AUTO POSTO EUCLIDES MIRAGAIA LTDA - EPP, 08.230.151/0001-48,AVENIDA EUCLIDES MIRAGAIA,2194,,JARDIM JUSSARA MARIA,16204-900,ETANOL,06/08/2026,"2,99",,R$ / litro,BRANCA
SE,SP,BIRIGUI,AUTO POSTO BICHIM II LTDA, 00.733.530/0001-49,RUA TUPI,879,,VILA GIAMPIETRO,16200-000,GASOLINA,06/08/2026,"6,59",,R$ / litro,BRANCA
SE,SP,BIRIGUI,AUTO POSTO BICHIM II LTDA, 00.733.530/0001-49,RUA TUPI,879,,VILA GIAMPIETRO,16200-000,ETANOL,06/08/2026,"3,39",,R$ / litro,BRANCA
SE,SP,BIRIGUI,A D L COMERCIO DE COMBUSTIVEIS LTDA, 00.226.807/0001-47,RUA CONSOLACAO,140,,PARQUE R PINHEIROS,16203-031,GASOLINA,06/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,BIRIGUI,A D L COMERCIO DE COMBUSTIVEIS LTDA, 00.226.807/0001-47,RUA CONSOLACAO,140,,PARQUE R PINHEIROS,16203-031,GASOLINA ADITIVADA,06/08/2026,"6,49",,R$ / litro,BRANCA
SE,SP,BIRIGUI,A D L COMERCIO DE COMBUSTIVEIS LTDA, 00.226.807/0001-47,RUA CONSOLACAO,140,,PARQUE R PINHEIROS,16203-031,ETANOL,06/08/2026,"3,09",,R$ / litro,BRANCA
SE,SP,BIRIGUI,JOSÃ HAMILTON VILLAÃA, 51.085.355/0001-61,RUA SAUDADES,1111,,CENTRO,16200-275,GASOLINA,06/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,BIRIGUI,JOSÃ HAMILTON VILLAÃA, 51.085.355/0001-61,RUA SAUDADES,1111,,CENTRO,16200-275,GASOLINA ADITIVADA,06/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,BIRIGUI,JOSÃ HAMILTON VILLAÃA, 51.085.355/0001-61,RUA SAUDADES,1111,,CENTRO,16200-275,ETANOL,06/08/2026,"3,09",,R$ / litro,BRANCA
SE,SP,BIRIGUI,POSTO NOVE DE JULHO BIRIGUI LTDA, 03.443.869/0001-07,RUA JOSE DOMINGOS ALONSO,44,,NOVO JARDIM STABILE,16204-057,GASOLINA,06/08/2026,"6,59",,R$ / litro,RAIZEN
SE,SP,BIRIGUI,POSTO NOVE DE JULHO BIRIGUI LTDA, 03.443.869/0001-07,RUA JOSE DOMINGOS ALONSO,44,,NOVO JARDIM STABILE,16204-057,GASOLINA ADITIVADA,06/08/2026,"6,79",,R$ / litro,RAIZEN
SE,SP,BIRIGUI,POSTO NOVE DE JULHO BIRIGUI LTDA, 03.443.869/0001-07,RUA JOSE DOMINGOS ALONSO,44,,NOVO JARDIM STABILE,16204-057,ETANOL,06/08/2026,"3,39",,R$ / litro,RAIZEN
SE,SP,BIRIGUI,CV COMERCIO DE COMBUSTIVEIS LTDA, 02.356.504/0001-74,RUA SIQUEIRA CAMPOS,1000,,CENTRO,16200-055,GASOLINA,06/08/2026,"6,69",,R$ / litro,VIBRA
SE,SP,BIRIGUI,CV COMERCIO DE COMBUSTIVEIS LTDA, 02.356.504/0001-74,RUA SIQUEIRA CAMPOS,1000,,CENTRO,16200-055,GASOLINA ADITIVADA,06/08/2026,"6,79",,R$ / litro,VIBRA
SE,SP,BIRIGUI,CV COMERCIO DE COMBUSTIVEIS LTDA, 02.356.504/0001-74,RUA SIQUEIRA CAMPOS,1000,,CENTRO,16200-055,ETANOL,06/08/2026,"3,49",,R$ / litro,VIBRA
SE,SP,ITAPECERICA DA SERRA,PETROLEO E DERIVADOS SAO LEOPOLDO LTDA, 49.655.566/0001-40,RODOVIA REGIS BITTENCOURT,S/N,KM 294,POTUVERA,06850-000,GASOLINA,06/08/2026,"6,54",,R$ / litro,VIBRA
SE,SP,ITAPECERICA DA SERRA,PETROLEO E DERIVADOS SAO LEOPOLDO LTDA, 49.655.566/0001-40,RODOVIA REGIS BITTENCOURT,S/N,KM 294,POTUVERA,06850-000,GASOLINA ADITIVADA,06/08/2026,"6,74",,R$ / litro,VIBRA
SE,SP,ITAPECERICA DA SERRA,PETROLEO E DERIVADOS SAO LEOPOLDO LTDA, 49.655.566/0001-40,RODOVIA REGIS BITTENCOURT,S/N,KM 294,POTUVERA,06850-000,ETANOL,06/08/2026,"3,94",,R$ / litro,VIBRA
SE,SP,ITAPECERICA DA SERRA,AUTO POSTO QUARENTA E UM LIMITADA, 49.667.637/0001-25,RODOVIA REGIS BITENCOURT,S N,KL 296,POTUVERA,06881-700,GASOLINA,06/08/2026,"6,79",,R$ / litro,IPIRANGA
SE,SP,ITAPECERICA DA SERRA,AUTO POSTO QUARENTA E UM LIMITADA, 49.667.637/0001-25,RODOVIA REGIS BITENCOURT,S N,KL 296,POTUVERA,06881-700,GASOLINA ADITIVADA,06/08/2026,"7,19",,R$ / litro,IPIRANGA
SE,SP,ITAPECERICA DA SERRA,AUTO POSTO QUARENTA E UM LIMITADA, 49.667.637/0001-25,RODOVIA REGIS BITENCOURT,S N,KL 296,POTUVERA,06881-700,ETANOL,06/08/2026,"4,59",,R$ / litro,IPIRANGA
SE,SP,ITAPECERICA DA SERRA,AUTO POSTO BATALHA LTDA, 45.583.184/0001-06,RODOVIA REGIS BITTENCOURT,S/N,KM 289,POTUVERA,06850-000,GASOLINA,06/08/2026,"6,79",,R$ / litro,RAIZEN
SE,SP,ITAPECERICA DA SERRA,AUTO POSTO BATALHA LTDA, 45.583.184/0001-06,RODOVIA REGIS BITTENCOURT,S/N,KM 289,POTUVERA,06850-000,ETANOL,06/08/2026,"3,87",,R$ / litro,RAIZEN
SE,SP,ITAPECERICA DA SERRA,REC SERVICOS AUTOMOTIVOS LTDA, 03.176.398/0001-00,RUA MIGUEL ROTGER DOMINGUES,55,,CENTRO,06850-780,GASOLINA,06/08/2026,"5,99",,R$ / litro,BRANCA
SE,SP,ITAPECERICA DA SERRA,REC SERVICOS AUTOMOTIVOS LTDA, 03.176.398/0001-00,RUA MIGUEL ROTGER DOMINGUES,55,,CENTRO,06850-780,GASOLINA ADITIVADA,06/08/2026,"6,19",,R$ / litro,BRANCA
SE,SP,ITAPECERICA DA SERRA,REC SERVICOS AUTOMOTIVOS LTDA, 03.176.398/0001-00,RUA MIGUEL ROTGER DOMINGUES,55,,CENTRO,06850-780,ETANOL,06/08/2026,"3,17",,R$ / litro,BRANCA
SE,SP,LORENA,AUTO POSTO SANTA BRANCA LTDA., 00.826.658/0001-57,AVENIDA SAO THOMAZ,430,,VILA HEPACARE,12608-180,GASOLINA,06/08/2026,"6,27",,R$ / litro,BRANCA
SE,SP,LORENA,AUTO POSTO SANTA BRANCA LTDA., 00.826.658/0001-57,AVENIDA SAO THOMAZ,430,,VILA HEPACARE,12608-180,ETANOL,06/08/2026,"3,87",,R$ / litro,BRANCA
SE,SP,LORENA,AUTO POSTO MALERBA LTDA, 47.562.822/0001-20,PRACA PREF. ROZENDO P. LEITE,7,,CENTRO,12604-080,GASOLINA,06/08/2026,"6,49",,R$ / litro,RAIZEN
SE,SP,LORENA,AUTO POSTO MALERBA LTDA, 47.562.822/0001-20,PRACA PREF. ROZENDO P. LEITE,7,,CENTRO,12604-080,GASOLINA ADITIVADA,06/08/2026,"6,79",,R$ / litro,RAIZEN
SE,SP,LORENA,AUTO POSTO MALERBA LTDA, 47.562.822/0001-20,PRACA PREF. ROZENDO P. LEITE,7,,CENTRO,12604-080,ETANOL,06/08/2026,"4,09",,R$ / litro,RAIZEN
SE,SP,LORENA,MUCELIN- COMERCIO DE COMBUSTIVEIS LTDA, 72.028.913/0001-27,RUA HEPACARE,120,,CENTRO,12600-340,GASOLINA,06/08/2026,"6,88",,R$ / litro,RAIZEN
SE,SP,LORENA,MUCELIN- COMERCIO DE COMBUSTIVEIS LTDA, 72.028.913/0001-27,RUA HEPACARE,120,,CENTRO,12600-340,GASOLINA ADITIVADA,06/08/2026,"6,98",,R$ / litro,RAIZEN
SE,SP,LORENA,MUCELIN- COMERCIO DE COMBUSTIVEIS LTDA, 72.028.913/0001-27,RUA HEPACARE,120,,CENTRO,12600-340,ETANOL,06/08/2026,"4,49",,R$ / litro,RAIZEN
SE,SP,LORENA,J L FIGUEIREDO & FILHOS LTDA, 45.219.151/0001-73,AVENIDA GODOY NETO,58,,OLARIA,12607-060,GASOLINA,06/08/2026,"6,85",,R$ / litro,VIBRA
SE,SP,LORENA,J L FIGUEIREDO & FILHOS LTDA, 45.219.151/0001-73,AVENIDA GODOY NETO,58,,OLARIA,12607-060,GASOLINA ADITIVADA,06/08/2026,"7,05",,R$ / litro,VIBRA
SE,SP,LORENA,J L FIGUEIREDO & FILHOS LTDA, 45.219.151/0001-73,AVENIDA GODOY NETO,58,,OLARIA,12607-060,ETANOL,06/08/2026,"4,39",,R$ / litro,VIBRA
SE,SP,TUPA,J.C. COMBUSTIVEIS LTDA, 05.484.612/0001-10,RUA BOTOCUDOS,2000,,CENTRO,17600-030,GASOLINA,06/08/2026,"6,53",,R$ / litro,VIBRA
SE,SP,TUPA,J.C. COMBUSTIVEIS LTDA, 05.484.612/0001-10,RUA BOTOCUDOS,2000,,CENTRO,17600-030,GASOLINA ADITIVADA,06/08/2026,"6,63",,R$ / litro,VIBRA
SE,SP,TUPA,J.C. COMBUSTIVEIS LTDA, 05.484.612/0001-10,RUA BOTOCUDOS,2000,,CENTRO,17600-030,ETANOL,06/08/2026,"3,48",,R$ / litro,VIBRA
SE,SP,VARZEA PAULISTA,R.P SANTOS & CIA LTDA., 01.389.070/0001-46,AVENIDA MARGINAL,720,,INDUSTRIAL,13225-575,ETANOL,06/08/2026,"3,59",,R$ / litro,BRANCA
SE,SP,VARZEA PAULISTA,R.P SANTOS & CIA LTDA., 01.389.070/0001-46,AVENIDA MARGINAL,720,,INDUSTRIAL,13225-575,GASOLINA,06/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,VARZEA PAULISTA,R.P SANTOS & CIA LTDA., 01.389.070/0001-46,AVENIDA MARGINAL,720,,INDUSTRIAL,13225-575,GASOLINA ADITIVADA,06/08/2026,"6,39",,R$ / litro,BRANCA
SE,SP,VARZEA PAULISTA,POSTO MARATONI LTDA, 01.024.094/0001-00,RUA PASCOAL GIANFRANCESCO,11,,JD BERTIOGA,13225-575,GASOLINA,06/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,VARZEA PAULISTA,POSTO MARATONI LTDA, 01.024.094/0001-00,RUA PASCOAL GIANFRANCESCO,11,,JD BERTIOGA,13225-575,ETANOL,06/08/2026,"3,69",,R$ / litro,BRANCA
SE,SP,CARAGUATATUBA,AUTO POSTO TREVO DE CARAGUA LTDA, 09.603.710/0001-80,PRAÃA PRIMEIRO CENTENARIO,60,,CAPUTERA,11675-010,GASOLINA,06/08/2026,"6,79",,R$ / litro,VIBRA
SE,SP,CARAGUATATUBA,AUTO POSTO TREVO DE CARAGUA LTDA, 09.603.710/0001-80,PRAÃA PRIMEIRO CENTENARIO,60,,CAPUTERA,11675-010,GASOLINA ADITIVADA,06/08/2026,"6,89",,R$ / litro,VIBRA
SE,SP,CARAGUATATUBA,AUTO POSTO TREVO DE CARAGUA LTDA, 09.603.710/0001-80,PRAÃA PRIMEIRO CENTENARIO,60,,CAPUTERA,11675-010,ETANOL,06/08/2026,"4,29",,R$ / litro,VIBRA
SE,SP,JAU,CENTRO AUTOMOTIVO TERRAZZA LTDA ., 10.142.614/0001-61,AVENIDA ANNA CLAUDINA,661,,JARDIM ESTADIO,17203-381,GASOLINA,06/08/2026,"6,59",,R$ / litro,IPIRANGA
SE,SP,JAU,CENTRO AUTOMOTIVO TERRAZZA LTDA ., 10.142.614/0001-61,AVENIDA ANNA CLAUDINA,661,,JARDIM ESTADIO,17203-381,GASOLINA ADITIVADA,06/08/2026,"6,79",,R$ / litro,IPIRANGA
SE,SP,JAU,CENTRO AUTOMOTIVO TERRAZZA LTDA ., 10.142.614/0001-61,AVENIDA ANNA CLAUDINA,661,,JARDIM ESTADIO,17203-381,ETANOL,06/08/2026,"3,69",,R$ / litro,IPIRANGA
SE,SP,POA,AUTO POSTO SANTO AGOSTINHO LTDA, 10.363.342/0001-20,AVENIDA BRASIL,700,,CALMON VIANA,08561-005,GASOLINA,06/08/2026,"6,79",,R$ / litro,IPIRANGA
SE,SP,POA,AUTO POSTO SANTO AGOSTINHO LTDA, 10.363.342/0001-20,AVENIDA BRASIL,700,,CALMON VIANA,08561-005,GASOLINA ADITIVADA,06/08/2026,"6,99",,R$ / litro,IPIRANGA
SE,SP,POA,AUTO POSTO SANTO AGOSTINHO LTDA, 10.363.342/0001-20,AVENIDA BRASIL,700,,CALMON VIANA,08561-005,ETANOL,06/08/2026,"4,19",,R$ / litro,IPIRANGA
SE,SP,ITANHAEM,AUTO POSTO BELAS ARTES LTDA. EPP., 10.361.443/0001-61,AVENIDA TRINTA E UM DE MARÃO,736,,BELAS ARTES,11740-000,GASOLINA,06/08/2026,"6,99",,R$ / litro,RAIZEN
SE,SP,ITANHAEM,AUTO POSTO BELAS ARTES LTDA. EPP., 10.361.443/0001-61,AVENIDA TRINTA E UM DE MARÃO,736,,BELAS ARTES,11740-000,GASOLINA ADITIVADA,06/08/2026,"7,29",,R$ / litro,RAIZEN
SE,SP,ITANHAEM,AUTO POSTO BELAS ARTES LTDA. EPP., 10.361.443/0001-61,AVENIDA TRINTA E UM DE MARÃO,736,,BELAS ARTES,11740-000,ETANOL,06/08/2026,"3,99",,R$ / litro,RAIZEN
SE,SP,EMBU DAS ARTES,VANAB POSTO DE SERVICOS E CONVENIENCIAS LTDA, 10.399.379/0001-08,AVENIDA ELIAS YAZBEK,2734,,AGUA MORNA,06803-215,GASOLINA,06/08/2026,"6,19",,R$ / litro,IPIRANGA
SE,SP,EMBU DAS ARTES,VANAB POSTO DE SERVICOS E CONVENIENCIAS LTDA, 10.399.379/0001-08,AVENIDA ELIAS YAZBEK,2734,,AGUA MORNA,06803-215,GASOLINA ADITIVADA,06/08/2026,"6,34",,R$ / litro,IPIRANGA
SE,SP,EMBU DAS ARTES,VANAB POSTO DE SERVICOS E CONVENIENCIAS LTDA, 10.399.379/0001-08,AVENIDA ELIAS YAZBEK,2734,,AGUA MORNA,06803-215,ETANOL,06/08/2026,"3,89",,R$ / litro,IPIRANGA
SE,SP,TABOAO DA SERRA,CENTRO AUTOMOTIVO BUSCA VIDA LTDA, 09.382.471/0001-86,RUA JOAO SANTUCCI,425,ANEXO X AV.FCO ETTORE P.MA,VILA SANTA LUZIA,06754-090,GASOLINA,06/08/2026,"6,29",,R$ / litro,IPIRANGA
SE,SP,TABOAO DA SERRA,CENTRO AUTOMOTIVO BUSCA VIDA LTDA, 09.382.471/0001-86,RUA JOAO SANTUCCI,425,ANEXO X AV.FCO ETTORE P.MA,VILA SANTA LUZIA,06754-090,GASOLINA ADITIVADA,06/08/2026,"6,57",,R$ / litro,IPIRANGA
SE,SP,TABOAO DA SERRA,CENTRO AUTOMOTIVO BUSCA VIDA LTDA, 09.382.471/0001-86,RUA JOAO SANTUCCI,425,ANEXO X AV.FCO ETTORE P.MA,VILA SANTA LUZIA,06754-090,ETANOL,06/08/2026,"3,78",,R$ / litro,IPIRANGA
SE,SP,TABOAO DA SERRA,AUTO POSTO RAVELLO LTDA, 10.397.729/0001-05,ESTRADA TENENTE JOSE MARIA DA CUNHA,1326,,JARDIM RECORD,06783-230,GASOLINA,06/08/2026,"5,89",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,AUTO POSTO RAVELLO LTDA, 10.397.729/0001-05,ESTRADA TENENTE JOSE MARIA DA CUNHA,1326,,JARDIM RECORD,06783-230,GASOLINA ADITIVADA,06/08/2026,"5,89",,R$ / litro,BRANCA
SE,SP,TABOAO DA SERRA,AUTO POSTO RAVELLO LTDA, 10.397.729/0001-05,ESTRADA TENENTE JOSE MARIA DA CUNHA,1326,,JARDIM RECORD,06783-230,ETANOL,06/08/2026,"3,19",,R$ / litro,BRANCA
SE,SP,EMBU DAS ARTES,CENTRO AUTOMOTIVO FIRENZE LTDA., 10.557.443/0001-31,RUA AUGUSTO DE ALMEIDA BATISTA,211,,CHACARA SAO MARCOS,06814-000,GASOLINA,06/08/2026,"6,99",,R$ / litro,VIBRA
SE,SP,EMBU DAS ARTES,CENTRO AUTOMOTIVO FIRENZE LTDA., 10.557.443/0001-31,RUA AUGUSTO DE ALMEIDA BATISTA,211,,CHACARA SAO MARCOS,06814-000,GASOLINA ADITIVADA,06/08/2026,"7,49",,R$ / litro,VIBRA
SE,SP,EMBU DAS ARTES,CENTRO AUTOMOTIVO FIRENZE LTDA., 10.557.443/0001-31,RUA AUGUSTO DE ALMEIDA BATISTA,211,,CHACARA SAO MARCOS,06814-000,ETANOL,06/08/2026,"4,39",,R$ / litro,VIBRA
SE,SP,POA,AUTO POSTO POA FUEL LTDA, 10.755.789/0001-44,AVENIDA ADHEMAR DE BARROS,660,,VILA ANCHIETA,08552-350,GASOLINA,06/08/2026,"6,49",,R$ / litro,IPIRANGA
SE,SP,POA,AUTO POSTO POA FUEL LTDA, 10.755.789/0001-44,AVENIDA ADHEMAR DE BARROS,660,,VILA ANCHIETA,08552-350,GASOLINA ADITIVADA,06/08/2026,"6,69",,R$ / litro,IPIRANGA
SE,SP,POA,AUTO POSTO POA FUEL LTDA, 10.755.789/0001-44,AVENIDA ADHEMAR DE BARROS,660,,VILA ANCHIETA,08552-350,ETANOL,06/08/2026,"3,99",,R$ / litro,IPIRANGA
SE,SP,JOSE BONIFACIO,AUTO POSTO TAKÃO LTDA., 10.859.301/0001-29,RODOVIA BR 153,S/N,KM 99,ZONA RURAL,15200-000,GASOLINA,06/08/2026,"6,29",,R$ / litro,BRANCA
SE,SP,JOSE BONIFACIO,AUTO POSTO TAKÃO LTDA., 10.859.301/0001-29,RODOVIA BR 153,S/N,KM 99,ZONA RURAL,15200-000,ETANOL,06/08/2026,"3,09",,R$ / litro,BRANCA
