UF,Município,CEP,Qtd. Veículos,Combustível Veículo,Potência Veículo,"Frota de veículos, por tipo e com placa, segundo os Municípios da Federação - JULHO/2026",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,"Frota de veículos, por tipo e com placa, segundo as Grandes Regiões e Unidades da Federação - JUL/2026",Ano Modelo,Ano Fabricação CRV,Marca Modelo,Ano Fabricação Veículo CRV
,,,,,,,,132323836,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,,,,,
,,,,,,UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,,,,,
,,,,,,AC,ACRELANDIA,8892,1972,0,428,40,1050,99,0,7,15,4403,597,50,0,138,61,0,3,0,0,1,28,,,,,
,,,,,,AC,ASSIS BRASIL,2630,448,0,29,1,261,23,0,5,5,1646,157,6,0,37,6,0,0,0,0,0,6,,,,,
,,,,,,AC,BRASILEIA,14893,3263,0,405,379,2146,204,0,8,17,6421,1092,28,0,247,610,0,7,0,0,3,63,,,,,
,,,,,,AC,BUJARI,3709,904,0,162,60,506,28,0,11,6,1730,144,18,0,62,69,0,2,0,0,1,6,,,,,
,,,,,,AC,CAPIXABA,3603,989,0,100,10,404,32,0,12,3,1765,171,22,0,63,22,0,0,0,0,0,10,,,,,
,,,,,,AC,CRUZEIRO DO SUL,49627,9308,0,846,186,4497,673,0,44,65,22742,10292,92,0,188,384,0,53,0,0,18,239,,,,,
,,,,,,AC,EPITACIOLANDIA,9494,2571,0,359,107,1449,172,0,8,16,3515,889,24,0,176,169,0,3,0,0,3,33,,,,,
,,,,,,AC,FEIJO,6397,863,0,118,5,479,60,0,66,6,3683,996,10,0,47,12,0,4,0,0,31,17,,,,,
,,,,,,AC,JORDAO,309,23,0,7,0,42,2,0,0,2,169,62,1,0,1,0,0,0,0,0,0,0,,,,,
,,,,,,AC,MANCIO LIMA,5328,907,0,99,8,446,43,0,6,5,2936,820,24,0,6,10,0,2,0,0,0,16,,,,,
,,,,,,AC,MANOEL URBANO,2042,362,0,56,1,259,20,0,3,2,1073,212,6,0,40,3,0,0,0,0,0,5,,,,,
,,,,,,AC,MARECHAL THAUMATURGO,739,23,0,13,0,55,1,0,1,0,525,111,7,0,0,0,0,0,0,0,2,1,,,,,
,,,,,,AC,PLACIDO DE CASTRO,6709,1779,0,173,17,667,89,0,12,10,3133,609,27,0,128,32,2,5,0,0,6,20,,,,,
,,,,,,AC,PORTO ACRE,5827,1253,0,180,7,715,61,0,13,7,3192,251,46,0,75,13,0,6,0,0,1,7,,,,,
,,,,,,AC,PORTO WALTER,678,17,0,12,0,56,1,0,1,1,473,109,6,0,0,0,0,0,0,0,0,2,,,,,
,,,,,,AC,RIO BRANCO,239307,80629,0,4766,745,20969,5740,0,983,407,94838,20385,999,0,4890,1369,24,353,0,3,149,2058,,,,,
,,,,,,AC,RODRIGUES ALVES,2887,330,0,38,1,201,19,0,2,4,1745,520,14,0,3,0,0,0,0,0,0,10,,,,,
,,,,,,AC,SANTA ROSA DO PURUS,340,21,0,7,0,36,3,0,0,0,228,37,3,0,5,0,0,0,0,0,0,0,,,,,
,,,,,,AC,SENA MADUREIRA,13762,2176,0,156,21,1369,150,0,42,5,7112,2482,11,0,138,35,0,3,0,0,2,60,,,,,
,,,,,,AC,SENADOR GUIOMARD,9622,2870,0,360,80,965,138,0,41,14,3959,751,44,0,242,110,1,4,0,0,3,40,,,,,
,,,,,,AC,TARAUACA,7734,889,0,178,27,631,78,0,11,16,3795,1954,17,0,41,54,0,0,0,0,10,33,,,,,
,,,,,,AC,XAPURI,6499,994,0,108,12,631,68,0,6,6,4042,500,12,0,69,24,1,1,0,0,3,22,,,,,
,,,,,,AL,AGUA BRANCA,6848,1510,0,165,7,578,120,0,18,138,3950,235,36,0,59,12,0,6,0,1,0,13,,,,,
,,,,,,AL,ANADIA,4269,1492,0,80,3,252,118,0,10,37,1810,281,57,0,104,3,0,0,0,0,0,22,,,,,
,,,,,,AL,ARAPIRACA,159798,46722,0,3617,654,9219,4042,0,2293,565,63653,21198,832,0,3815,903,9,41,0,3,45,2187,,,,,
,,,,,,AL,ATALAIA,11046,5086,0,280,13,416,249,0,194,58,3394,433,204,0,608,34,0,5,0,1,2,69,,,,,
,,,,,,AL,BARRA DE SANTO ANTONIO,4014,1458,0,49,5,184,73,0,294,17,1512,201,49,0,129,14,0,2,0,0,0,27,,,,,
,,,,,,AL,BARRA DE SAO MIGUEL,3336,1269,0,32,2,210,102,0,342,7,1026,130,20,0,111,2,0,1,0,0,2,80,,,,,
,,,,,,AL,BATALHA,5862,1700,0,182,12,420,102,0,5,50,2823,373,32,0,114,17,0,1,0,0,1,30,,,,,
,,,,,,AL,BELEM,1728,454,0,16,0,98,31,0,8,15,987,46,10,0,54,0,0,1,0,0,0,8,,,,,
,,,,,,AL,BELO MONTE,1272,277,0,43,2,113,16,0,1,17,745,24,9,0,13,4,0,0,0,0,0,8,,,,,
,,,,,,AL,BOCA DA MATA,7951,2311,0,223,24,398,132,0,25,97,3467,843,116,0,229,57,0,0,0,1,3,25,,,,,
,,,,,,AL,BRANQUINHA,2337,631,0,33,0,125,30,0,21,26,1305,65,35,0,53,7,0,1,0,0,0,5,,,,,
,,,,,,AL,CACIMBINHAS,3266,902,0,103,2,201,53,0,9,45,1767,87,20,0,69,1,0,0,0,0,0,7,,,,,
,,,,,,AL,CAJUEIRO,4414,1378,0,107,1,158,91,0,28,15,2082,319,54,0,152,7,0,2,0,0,1,19,,,,,
,,,,,,AL,CAMPESTRE,913,397,0,54,9,70,28,0,1,53,210,32,13,0,27,12,0,0,0,1,1,5,,,,,
,,,,,,AL,CAMPO ALEGRE,7845,2545,0,231,88,410,101,0,76,119,2803,798,204,0,279,138,0,19,0,0,1,33,,,,,
,,,,,,AL,CAMPO GRANDE,3684,722,0,50,1,195,34,0,7,17,2421,159,22,0,35,1,0,1,0,0,0,19,,,,,
,,,,,,AL,CANAPI,4435,1136,0,112,3,315,55,0,8,110,2453,121,28,0,63,8,0,4,0,0,1,18,,,,,
,,,,,,AL,CAPELA,3109,1069,0,68,4,177,60,0,46,11,1315,135,79,0,122,6,0,1,0,1,0,15,,,,,
,,,,,,AL,CARNEIROS,2187,568,0,51,1,128,36,0,1,22,1245,35,33,0,38,10,0,1,0,0,1,17,,,,,
,,,,,,AL,CHA PRETA,1953,420,0,33,1,155,27,0,3,16,1201,36,11,0,35,4,0,0,0,0,0,11,,,,,
,,,,,,AL,COITE DO NOIA,4301,928,0,105,4,232,43,0,5,8,2645,229,34,0,43,4,0,0,0,0,4,17,,,,,
,,,,,,AL,COLONIA LEOPOLDINA,2980,1093,0,131,6,215,95,0,6,43,1163,106,52,0,46,4,0,1,0,2,0,17,,,,,
,,,,,,AL,COQUEIRO SECO,1705,640,0,17,1,70,27,0,67,4,780,47,9,0,38,0,0,0,0,1,0,4,,,,,
,,,,,,AL,CORURIPE,20787,5782,0,394,59,1339,392,0,207,98,8798,2241,330,0,881,127,0,6,0,4,1,128,,,,,
,,,,,,AL,CRAIBAS,10317,2711,0,232,12,695,144,0,41,64,5273,882,65,0,138,24,0,0,0,0,0,36,,,,,
,,,,,,AL,DELMIRO GOUVEIA,31375,10569,0,1626,70,2094,682,0,395,550,12273,2098,222,0,440,148,0,15,0,3,11,179,,,,,
,,,,,,AL,DOIS RIACHOS,4398,981,0,144,17,220,77,0,1,31,2649,99,29,0,98,27,1,1,0,6,0,17,,,,,
,,,,,,AL,ESTRELA DE ALAGOAS,5345,1427,0,75,1,344,52,0,24,116,3024,131,29,0,100,0,0,3,0,1,0,18,,,,,
,,,,,,AL,FEIRA GRANDE,8030,1492,0,132,19,554,89,0,13,8,4665,890,56,0,67,18,1,0,0,0,0,26,,,,,
,,,,,,AL,FELIZ DESERTO,949,343,0,17,0,87,19,0,7,7,375,46,9,0,34,0,0,0,0,0,0,5,,,,,
,,,,,,AL,FLEXEIRAS,2355,930,0,44,0,135,53,0,15,21,947,59,55,0,82,0,0,0,0,0,1,13,,,,,
,,,,,,AL,GIRAU DO PONCIANO,15627,4118,0,258,13,788,249,0,41,120,8639,1034,132,0,156,15,0,3,0,0,1,60,,,,,
,,,,,,AL,IBATEGUARA,3745,1004,0,64,2,222,62,0,5,83,1988,193,39,0,61,4,0,0,0,0,0,18,,,,,
,,,,,,AL,IGACI,8769,2314,0,166,2,579,110,0,13,127,4778,477,53,0,122,4,0,1,0,1,0,22,,,,,
,,,,,,AL,IGREJA NOVA,7126,1414,0,70,8,234,67,0,32,37,4559,415,136,0,118,22,0,1,0,0,0,13,,,,,
,,,,,,AL,INHAPI,6263,1284,0,101,10,398,85,0,3,61,3854,362,16,0,71,7,0,0,0,0,0,11,,,,,
,,,,,,AL,JACARE DOS HOMENS,1455,454,0,34,3,86,22,0,1,12,754,31,22,0,29,3,0,0,0,0,0,4,,,,,
,,,,,,AL,JACUIPE,1067,349,0,16,1,68,48,0,1,20,490,17,26,0,21,0,0,0,0,0,1,9,,,,,
,,,,,,AL,JAPARATINGA,2674,1006,0,41,0,129,84,0,48,19,1109,120,17,0,56,1,0,1,0,0,0,43,,,,,
,,,,,,AL,JARAMATAIA,1374,514,0,26,1,113,22,0,0,20,598,48,7,0,20,1,0,0,0,0,0,4,,,,,
,,,,,,AL,JEQUIA DA PRAIA,2034,600,0,41,4,128,26,0,20,9,1008,70,50,0,67,0,0,0,0,0,0,11,,,,,
,,,,,,AL,JOAQUIM GOMES,4068,1304,0,126,17,269,81,0,20,41,1885,79,105,0,116,9,0,0,0,0,2,14,,,,,
,,,,,,AL,JUNDIA,1007,380,0,26,1,78,23,0,0,7,423,30,15,0,19,4,0,0,0,0,0,1,,,,,
,,,,,,AL,JUNQUEIRO,10248,2553,0,357,108,699,139,0,28,53,4409,1162,155,0,312,196,3,0,0,0,0,74,,,,,
,,,,,,AL,LAGOA DA CANOA,7931,1881,0,131,7,407,96,0,27,39,4489,659,55,0,89,6,0,0,0,0,2,43,,,,,
,,,,,,AL,LIMOEIRO DE ANADIA,8439,1934,0,208,11,560,127,0,32,46,4264,962,106,0,149,9,0,0,0,0,3,28,,,,,
,,,,,,AL,MACEIO,452820,217982,0,9441,1552,29372,20698,0,10982,1597,116596,12905,2821,0,13227,2252,12,408,0,84,171,12720,,,,,
,,,,,,AL,MAJOR ISIDORO,5236,1414,0,136,29,351,69,0,2,33,2849,138,40,0,113,42,0,0,0,0,0,20,,,,,
,,,,,,AL,MAR VERMELHO,1275,315,0,18,2,70,12,0,2,3,782,33,11,0,22,2,0,0,0,0,0,3,,,,,
,,,,,,AL,MARAGOGI,7569,2873,0,134,0,575,233,0,143,183,2654,429,80,0,154,2,0,3,0,0,7,99,,,,,
,,,,,,AL,MARAVILHA,3259,843,0,110,3,189,52,0,3,79,1845,60,9,0,52,4,0,0,0,0,0,10,,,,,
,,,,,,AL,MARECHAL DEODORO,21520,9180,0,523,67,1268,795,0,1429,109,5561,800,233,0,890,103,0,8,0,1,17,536,,,,,
,,,,,,AL,MARIBONDO,4086,1444,0,86,5,315,70,0,41,15,1712,124,22,0,220,4,0,0,0,0,0,28,,,,,
,,,,,,AL,MATA GRANDE,6366,1360,0,85,4,582,103,0,2,94,3859,152,29,0,75,5,0,1,0,1,0,14,,,,,
,,,,,,AL,MATRIZ DE CAMARAGIBE,6386,2188,0,183,4,385,162,0,188,50,2449,265,200,0,239,8,0,4,0,1,2,58,,,,,
,,,,,,AL,MESSIAS,4189,1536,0,82,12,189,113,0,102,59,1637,179,130,0,101,16,0,3,0,0,0,30,,,,,
,,,,,,AL,MINADOR DO NEGRAO,2022,538,0,67,0,147,19,0,0,14,1165,27,10,0,29,0,0,0,0,1,0,5,,,,,
,,,,,,AL,MONTEIROPOLIS,1792,467,0,34,1,115,12,0,0,15,1057,44,10,0,26,2,0,1,0,1,0,7,,,,,
,,,,,,AL,MURICI,7591,2021,0,242,19,346,158,0,117,34,3698,556,151,0,189,13,0,2,0,2,2,41,,,,,
,,,,,,AL,NOVO LINO,2632,1184,0,125,15,153,65,0,7,42,851,47,79,0,52,2,0,0,0,1,0,9,,,,,
,,,,,,AL,OLHO D'AGUA DAS FLORES,7706,2226,0,241,18,548,125,0,10,79,3807,299,61,0,197,44,0,0,0,1,0,50,,,,,
,,,,,,AL,OLHO D'AGUA DO CASADO,2610,849,0,49,1,152,23,0,8,28,1375,76,13,0,33,1,0,0,0,0,0,2,,,,,
,,,,,,AL,OLHO D'AGUA GRANDE,1639,351,0,16,1,71,12,0,1,4,1072,82,11,0,13,1,0,0,0,0,0,4,,,,,
,,,,,,AL,OLIVENCA,3168,810,0,59,0,156,37,0,3,36,1922,73,14,0,47,0,0,1,0,0,0,10,,,,,
,,,,,,AL,OURO BRANCO,4342,1210,0,230,28,284,69,0,0,79,2164,83,53,0,102,29,0,0,0,0,0,11,,,,,
,,,,,,AL,PALESTINA,795,273,0,15,1,58,17,0,1,21,363,20,5,0,15,0,0,0,0,1,0,5,,,,,
,,,,,,AL,PALMEIRA DOS INDIOS,34884,10931,0,777,81,2240,778,0,178,410,15877,2237,106,0,857,126,6,9,0,2,2,267,,,,,
,,,,,,AL,PAO DE ACUCAR,5218,1464,0,113,7,286,77,0,4,110,2675,301,37,0,91,24,0,6,0,0,3,20,,,,,
,,,,,,AL,PARICONHA,3454,737,0,43,1,260,29,0,7,73,2176,77,12,0,30,0,0,0,0,0,1,8,,,,,
,,,,,,AL,PARIPUEIRA,4424,1708,0,98,7,288,152,0,275,12,1393,213,23,0,167,12,0,1,0,0,1,74,,,,,
,,,,,,AL,PASSO DE CAMARAGIBE,3374,1072,0,48,0,150,56,0,258,17,1505,130,35,0,90,0,0,0,0,0,1,12,,,,,
,,,,,,AL,PAULO JACINTO,1853,451,0,23,2,117,21,0,8,13,1125,43,11,0,27,4,0,0,0,0,0,8,,,,,
,,,,,,AL,PENEDO,26670,7857,0,380,41,1405,593,0,594,92,11510,2933,418,0,621,47,2,10,0,0,7,160,,,,,
,,,,,,AL,PIACABUCU,3500,1042,0,36,1,266,77,0,91,21,1415,370,23,0,128,1,0,0,0,0,3,26,,,,,
,,,,,,AL,PILAR,12674,4871,0,242,45,569,265,0,420,65,3877,1506,205,0,461,54,0,1,0,4,2,87,,,,,
,,,,,,AL,PINDOBA,617,147,0,7,1,40,8,0,1,1,376,8,4,0,19,3,0,0,0,0,0,2,,,,,
,,,,,,AL,PIRANHAS,8319,2086,0,120,4,456,106,0,5,122,4766,463,20,0,110,4,0,2,0,1,3,51,,,,,
,,,,,,AL,POCO DAS TRINCHEIRAS,4202,1007,0,105,8,261,49,0,0,85,2489,73,26,0,73,11,0,1,0,0,0,14,,,,,
,,,,,,AL,PORTO CALVO,8664,2686,0,342,13,385,212,0,65,145,3772,584,125,0,252,16,0,2,0,0,4,61,,,,,
,,,,,,AL,PORTO DE PEDRAS,2632,798,0,37,1,132,53,0,129,17,1172,185,10,0,69,0,0,0,0,0,1,28,,,,,
,,,,,,AL,PORTO REAL DO COLEGIO,4305,1112,0,68,6,216,61,0,13,44,2382,261,39,0,72,14,0,2,0,1,0,14,,,,,
,,,,,,AL,QUEBRANGULO,3127,769,0,45,2,219,66,0,5,25,1814,90,29,0,45,1,0,0,0,0,3,14,,,,,
,,,,,,AL,RIO LARGO,27352,11653,0,685,224,1399,682,0,1063,266,8980,763,342,0,809,286,1,2,0,0,10,187,,,,,
,,,,,,AL,ROTEIRO,1619,608,0,22,6,73,47,0,25,27,691,46,17,0,50,1,0,0,0,1,0,5,,,,,
,,,,,,AL,SANTA LUZIA DO NORTE,1897,807,0,33,0,95,43,0,59,6,693,47,46,0,60,1,0,0,0,0,0,7,,,,,
,,,,,,AL,SANTANA DO IPANEMA,29540,7480,0,1215,52,1704,422,0,37,453,15904,1084,118,0,667,184,0,13,0,1,12,194,,,,,
,,,,,,AL,SANTANA DO MUNDAU,4005,688,0,93,5,224,51,0,7,25,2630,178,16,0,65,6,0,1,0,0,0,16,,,,,
,,,,,,AL,SAO BRAS,843,225,0,8,0,44,20,0,1,2,484,40,10,0,5,0,0,0,0,0,1,3,,,,,
,,,,,,AL,SAO JOSE DA LAJE,5923,1695,0,155,2,279,147,0,34,77,2735,471,97,0,167,1,0,0,0,0,3,60,,,,,
,,,,,,AL,SAO JOSE DA TAPERA,7007,2250,0,158,11,380,137,0,7,101,3414,295,56,0,157,10,0,0,0,0,3,28,,,,,
,,,,,,AL,SAO LUIS DO QUITUNDE,7737,2657,0,329,15,368,143,0,192,51,2870,374,289,0,359,58,1,0,0,0,0,31,,,,,
,,,,,,AL,SAO MIGUEL DOS CAMPOS,23279,7194,0,431,157,885,455,0,169,195,9892,2364,297,0,712,329,0,5,0,2,2,190,,,,,
,,,,,,AL,SAO MIGUEL DOS MILAGRES,3287,1088,0,58,1,220,80,0,193,13,1240,277,8,0,72,2,0,1,0,1,1,32,,,,,
,,,,,,AL,SAO SEBASTIAO,13062,3021,0,419,89,730,118,0,69,60,6389,1367,279,0,340,114,0,1,0,1,2,63,,,,,
,,,,,,AL,SATUBA,7810,3546,0,150,45,440,243,0,189,42,2515,255,30,0,236,41,0,0,0,1,1,76,,,,,
,,,,,,AL,SENADOR RUI PALMEIRA,3249,801,0,89,1,248,44,0,4,48,1834,68,26,0,45,23,0,1,0,1,0,16,,,,,
,,,,,,AL,TANQUE D'ARCA,2016,527,0,25,2,90,29,0,6,19,1196,48,13,0,58,1,0,0,0,0,0,2,,,,,
,,,,,,AL,TAQUARANA,8376,1901,0,140,11,504,82,0,29,102,4958,395,54,0,153,14,0,0,0,0,0,33,,,,,
,,,,,,AL,TEOTONIO VILELA,13134,3643,0,262,64,642,162,0,243,87,5826,1397,267,0,365,103,0,3,0,0,5,65,,,,,
,,,,,,AL,TRAIPU,5838,1221,0,121,2,309,66,0,4,41,3730,211,48,0,57,0,0,1,0,1,1,25,,,,,
,,,,,,AL,UNIAO DOS PALMARES,26479,6636,0,661,48,1387,524,0,348,334,13871,1602,301,0,500,59,0,13,0,1,3,191,,,,,
,,,,,,AL,VICOSA,8561,2330,0,154,10,476,168,0,34,27,4775,271,59,0,183,21,2,3,0,0,0,48,,,,,
,,,,,,AM,ALVARAES,1183,25,0,21,0,53,1,0,0,0,763,289,8,0,1,0,0,0,0,0,22,0,,,,,
,,,,,,AM,AMATURA,465,8,0,9,0,20,4,0,0,1,277,140,2,0,3,0,0,0,0,0,1,0,,,,,
,,,,,,AM,ANAMA,351,15,0,1,0,11,1,0,2,1,236,74,6,0,1,0,0,0,0,0,3,0,,,,,
,,,,,,AM,ANORI,1104,29,0,22,4,48,6,0,1,2,725,262,2,0,0,1,0,0,0,0,2,0,,,,,
,,,,,,AM,APUI,6632,705,0,341,22,1144,54,0,0,6,3311,899,42,0,38,43,0,0,0,0,5,22,,,,,
,,,,,,AM,ATALAIA DO NORTE,906,28,0,7,0,42,5,0,0,2,464,352,5,0,0,0,0,0,0,0,0,1,,,,,
,,,,,,AM,AUTAZES,3941,383,0,81,0,233,47,0,5,13,2237,856,40,0,4,6,0,0,0,0,30,6,,,,,
,,,,,,AM,BARCELOS,1652,134,0,17,0,72,24,0,1,5,936,444,1,0,3,1,0,0,0,0,11,3,,,,,
,,,,,,AM,BARREIRINHA,1297,20,0,9,0,24,5,0,0,1,838,384,6,0,0,1,0,0,0,0,9,0,,,,,
,,,,,,AM,BENJAMIN CONSTANT,3071,102,0,26,1,75,20,0,0,6,1486,1341,4,0,0,3,0,0,0,0,5,2,,,,,
,,,,,,AM,BERURI,998,29,0,14,0,43,4,0,0,0,625,279,0,0,0,2,0,0,0,0,1,1,,,,,
,,,,,,AM,BOA VISTA DO RAMOS,995,20,0,5,0,24,4,0,3,0,687,244,2,0,0,0,0,0,0,0,6,0,,,,,
,,,,,,AM,BOCA DO ACRE,5603,770,0,99,13,350,37,0,1,10,3188,1044,15,0,26,35,0,1,0,0,9,5,,,,,
,,,,,,AM,BORBA,1560,81,0,31,1,78,17,0,1,0,897,440,6,0,0,1,0,0,0,0,7,0,,,,,
,,,,,,AM,CAAPIRANGA,530,29,0,10,0,41,2,0,1,1,251,182,8,0,0,1,0,0,0,0,4,0,,,,,
,,,,,,AM,CANUTAMA,715,27,0,9,0,35,2,0,0,0,409,220,3,0,0,0,0,0,0,0,10,0,,,,,
,,,,,,AM,CARAUARI,3880,138,0,58,1,120,21,0,0,2,2452,1033,5,0,6,0,0,0,0,0,39,5,,,,,
,,,,,,AM,CAREIRO,4504,813,0,121,5,475,183,0,5,75,2176,419,136,0,18,11,0,1,0,0,52,14,,,,,
,,,,,,AM,CAREIRO DA VARZEA,706,161,0,30,2,71,43,0,3,26,240,59,50,0,1,0,0,1,0,0,19,0,,,,,
,,,,,,AM,COARI,15716,832,0,153,9,456,106,0,11,7,9651,4378,19,0,9,2,0,3,0,0,64,16,,,,,
,,,,,,AM,CODAJAS,1405,61,0,16,0,71,6,0,1,6,914,316,4,0,0,0,0,1,0,0,5,4,,,,,
,,,,,,AM,EIRUNEPE,3309,138,0,46,0,113,18,0,0,4,2278,695,9,0,1,1,0,0,0,0,3,3,,,,,
,,,,,,AM,ENVIRA,728,28,0,18,0,43,12,0,0,0,507,112,5,0,0,0,0,0,0,0,2,1,,,,,
,,,,,,AM,FONTE BOA,2416,30,0,30,0,66,13,0,1,3,1864,406,0,0,1,1,0,0,0,0,1,0,,,,,
,,,,,,AM,GUAJARA,788,193,0,35,0,134,5,0,0,1,254,141,16,0,4,0,0,1,0,0,1,3,,,,,
,,,,,,AM,HUMAITA,15781,1816,0,514,124,1160,136,0,21,23,7294,4195,76,0,163,177,0,3,0,1,34,44,,,,,
,,,,,,AM,IPIXUNA,85,11,0,7,0,18,3,0,0,1,25,16,3,0,0,0,0,0,0,0,1,0,,,,,
,,,,,,AM,IRANDUBA,13196,2865,0,448,49,1268,258,0,29,67,6323,1414,179,0,87,106,0,6,0,1,48,48,,,,,
,,,,,,AM,ITACOATIARA,33022,4222,0,415,60,1242,319,0,31,49,14530,11653,203,0,88,93,0,5,0,1,74,37,,,,,
,,,,,,AM,ITAMARATI,501,17,0,16,0,22,4,0,0,1,365,71,3,0,0,0,0,0,0,0,0,2,,,,,
,,,,,,AM,ITAPIRANGA,1834,280,0,42,4,142,12,0,1,6,876,429,13,0,9,8,0,1,0,0,10,1,,,,,
,,,,,,AM,JAPURA,773,13,0,9,1,36,4,0,0,0,566,136,4,0,0,3,0,0,0,0,0,1,,,,,
,,,,,,AM,JURUA,855,11,0,12,0,41,3,0,0,0,601,181,4,0,0,0,0,0,0,0,1,1,,,,,
,,,,,,AM,JUTAI,1593,21,0,16,0,65,2,0,1,2,1266,212,4,0,1,2,0,0,0,0,0,1,,,,,
,,,,,,AM,LABREA,5742,307,0,114,5,333,31,0,1,8,3348,1519,13,0,10,13,0,0,0,0,26,14,,,,,
,,,,,,AM,MANACAPURU,27570,4188,0,463,25,1690,432,0,22,113,12829,7180,323,0,76,65,0,5,0,0,98,61,,,,,
,,,,,,AM,MANAQUIRI,1376,213,0,27,0,113,24,0,2,14,801,140,11,0,1,0,0,0,0,0,30,0,,,,,
,,,,,,AM,MANAUS,1042518,456273,0,19938,5947,105404,36293,2,2260,3426,325407,42413,9600,0,5339,16709,0,620,0,99,1599,11189,,,,,
,,,,,,AM,MANICORE,4913,275,0,110,19,322,18,0,2,7,2415,1626,58,0,13,15,0,0,0,0,22,11,,,,,
,,,,,,AM,MARAA,988,14,0,7,0,21,10,0,0,1,704,227,0,0,0,0,0,0,0,0,4,0,,,,,
,,,,,,AM,MAUES,8365,515,0,65,0,259,97,0,8,5,4387,2948,27,0,2,0,0,1,0,0,37,14,,,,,
,,,,,,AM,NHAMUNDA,1130,12,0,10,0,21,1,0,0,0,621,456,8,0,0,0,0,0,0,0,1,0,,,,,
,,,,,,AM,NOVA OLINDA DO NORTE,1993,96,0,32,1,113,10,0,1,11,1000,705,12,0,1,0,0,0,0,0,11,0,,,,,
,,,,,,AM,NOVO AIRAO,2531,498,0,43,0,184,34,0,2,13,1216,490,17,0,9,2,0,1,0,0,15,7,,,,,
,,,,,,AM,NOVO ARIPUANA,1573,45,0,24,1,57,10,0,0,6,1038,363,10,0,6,3,0,2,0,0,6,2,,,,,
,,,,,,AM,PARINTINS,30388,2071,0,212,3,677,205,0,51,12,15423,11257,35,0,9,15,0,4,0,0,371,43,,,,,
,,,,,,AM,PAUINI,593,24,0,6,0,26,8,0,0,1,422,102,1,0,0,0,0,0,0,0,2,1,,,,,
,,,,,,AM,PRESIDENTE FIGUEIREDO,10407,2653,0,408,119,1234,422,0,9,77,4018,921,159,0,139,173,0,5,0,1,33,36,,,,,
,,,,,,AM,RIO PRETO DA EVA,7351,1448,0,282,46,892,162,0,13,32,3548,641,104,0,52,90,0,1,0,0,19,21,,,,,
,,,,,,AM,SANTA ISABEL DO RIO NEGRO,754,20,0,15,0,35,8,0,2,4,391,270,4,0,0,0,0,0,0,0,4,1,,,,,
,,,,,,AM,SANTO ANTONIO DO ICA,1388,13,0,21,0,48,9,0,0,2,970,322,1,0,1,1,0,0,0,0,0,0,,,,,
,,,,,,AM,SAO GABRIEL DA CACHOEIRA,6227,1621,0,123,2,499,100,0,4,24,2403,1344,42,0,12,4,0,4,0,0,32,13,,,,,
,,,,,,AM,SAO PAULO DE OLIVENCA,1912,26,0,16,0,44,8,0,0,1,1381,425,7,0,2,0,0,0,0,0,2,0,,,,,
,,,,,,AM,SAO SEBASTIAO DO UATUMA,550,33,0,10,0,16,1,0,0,1,354,124,2,0,2,0,0,0,0,0,7,0,,,,,
,,,,,,AM,SILVES,998,79,0,19,1,82,17,0,0,14,462,149,7,0,7,110,0,1,0,0,49,1,,,,,
,,,,,,AM,TABATINGA,13798,1280,0,114,1,391,170,0,5,18,6437,5270,10,0,5,4,0,4,0,0,51,38,,,,,
,,,,,,AM,TAPAUA,1094,33,0,14,0,62,7,0,1,0,658,311,4,0,0,0,0,0,0,0,4,0,,,,,
,,,,,,AM,TEFE,17693,1207,0,111,2,466,105,0,5,24,10201,5329,28,0,11,9,0,4,0,0,157,34,,,,,
,,,,,,AM,TONANTINS,755,10,0,6,0,21,3,0,0,0,533,176,1,0,2,1,0,0,0,0,2,0,,,,,
,,,,,,AM,UARINI,974,9,0,17,0,27,2,0,0,1,750,157,2,0,0,2,0,0,0,0,6,1,,,,,
,,,,,,AM,URUCARA,1320,44,0,31,2,56,8,0,0,3,754,403,6,0,0,3,0,0,0,0,10,0,,,,,
,,,,,,AM,URUCURITUBA,1116,37,0,9,0,50,17,0,3,0,671,317,2,0,0,2,0,0,0,0,8,0,,,,,
